id,host_id,latitude,longitude,neighbourhood_cleansed,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,minimum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,host_is_superhost,license,calculated_host_listings_count,reviews_per_month,price_w,log_price,log_price_w
1285534457074905337,482505416,43.75512,-79.58805,Mount Olive-Silverstone-Jamestown,72.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,364,3,4.67,f,f,STR-2411-HWDVPY,1,0.25,72.0,4.276666119016055,4.276666119016055
1285564968030646479,74803775,43.6421254,-79.3807088,Waterfront Communities-The Island,283.0,Entire home/apt,Entire condo,4,1.0,2.0,1 bath,1,184,63,4.95,t,t,STR-2406-HGPBPW,1,5.22,283.0,5.645446897643238,5.645446897643238
1285683612002182666,90781074,43.69523,-79.4843,Beechborough-Greenbrook,145.0,Entire home/apt,Entire home,4,2.0,2.0,1 bath,1,364,14,4.21,t,f,STR-2411-FHRYBP,1,1.27,145.0,4.976733742420574,4.976733742420574
1285776832120854960,25041991,43.66199,-79.43218,Dovercourt-Wallace Emerson-Junction,109.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,1,206,28,5.0,f,t,STR-2406-FWLVPR,2,2.68,109.0,4.6913478822291435,4.6913478822291435
1285918064761714605,278300466,43.68223,-79.41681,Casa Loma,201.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,1,364,0,4.89,f,f,Unknown,1,0.87,201.0,5.303304908059076,5.303304908059076
1286096133796488837,578833253,43.62320739377918,-79.48341015726328,Mimico (includes Humber Bay Shores),145.0,Entire home/apt,Entire condo,3,2.0,2.0,1 bath,58,365,0,4.89,f,f,Unknown,2,0.87,145.0,4.976733742420574,4.976733742420574
1286224547212970829,26852419,43.6281623654614,-79.35850633862306,Waterfront Communities-The Island,243.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,2,16,34,5.0,f,t,STR-2409-HJHHPX,1,2.86,243.0,5.493061443340548,5.493061443340548
1286287706622078417,20329606,43.66351644470854,-79.38352100551128,Church-Yonge Corridor,200.0,Entire home/apt,Entire rental unit,5,2.0,3.0,1 bath,28,265,32,4.97,f,t,STR-2409-HLPFBX,1,2.67,200.0,5.298317366548036,5.298317366548036
1286325713083427870,661334636,43.67056812662416,-79.2877987093733,The Beaches,900.0,Entire home/apt,Entire home,9,4.0,5.0,3.5 baths,2,32,5,5.0,f,f,STR-2410-GJPHPS,1,1.01,900.0,6.802394763324311,6.802394763324311
1286353711669890262,661340677,43.71227645002939,-79.2447728031847,Cliffcrest,72.0,Private room,Private room in rental unit,8,2.0,2.0,1 shared bath,28,364,1,4.0,f,f,STR-2409-GYBFBV,3,0.09,72.0,4.276666119016055,4.276666119016055
1286370511883630469,661345469,43.6720014,-79.3879279,Annex,110.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,248,3,5.0,f,f,Unknown,1,0.46,110.0,4.700480365792417,4.700480365792417
1286391149036461998,661340677,43.71448,-79.2453,Cliffcrest,40.0,Private room,Private room in rental unit,4,1.0,1.0,1 shared bath,28,364,1,1.0,f,f,STR-2409-GYBFBV,3,0.09,40.0,3.6888794541139363,3.6888794541139363
1286418191808264127,223699816,43.64337058448358,-79.38879571636501,Waterfront Communities-The Island,348.0,Entire home/apt,Entire rental unit,6,3.0,4.0,2.5 baths,28,314,5,4.4,t,f,STR-2506-GFCVPS,10,3.49,348.0,5.8522024797744745,5.8522024797744745
1286428300327365520,69339330,43.68557,-79.39944,Yonge-St.Clair,220.0,Entire home/apt,Entire rental unit,2,1.0,1.0,2 baths,30,315,0,4.89,f,f,STR-2411-HRKVPX,1,0.87,220.0,5.393627546352362,5.393627546352362
1286455425381687910,153123745,43.76467079340748,-79.3993843184183,Willowdale East,58.0,Entire home/apt,Entire guest suite,2,1.0,1.0,Half-bath,29,162,1,4.0,f,f,Unknown,3,1.0,58.0,4.060443010546419,4.060443010546419
1286484936957827445,660620336,43.64150776783165,-79.39636714725796,Waterfront Communities-The Island,100.0,Entire home/apt,Entire rental unit,3,2.0,2.0,1 bath,30,365,1,5.0,f,f,Unknown,1,0.59,100.0,4.605170185988092,4.605170185988092
1286643509670812130,654452321,43.65654265022361,-79.3974360751464,Kensington-Chinatown,212.0,Private room,Room in hotel,3,1.0,1.0,1 private bath,1,364,56,4.95,f,t,Unknown,5,4.84,212.0,5.356586274672012,5.356586274672012
1286883184047821015,245417090,43.6646978,-79.40670089999999,University,70.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,41,5,4.4,t,f,Unknown,55,0.47,70.0,4.248495242049359,4.248495242049359
1286909498852179298,245417090,43.66577820660223,-79.40632059408308,University,75.0,Private room,Private room in home,1,1.0,1.0,1 private bath,28,32,2,4.5,t,f,Unknown,55,0.18,75.0,4.31748811353631,4.31748811353631
1286933437350551072,661454886,43.6636845,-79.38347259999999,Church-Yonge Corridor,238.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,28,163,21,4.76,f,f,STR-2410-HFHHPW,1,1.75,238.0,5.472270673671475,5.472270673671475
1286941482999340127,245417090,43.6639493201866,-79.40742709054106,University,97.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,32,0,4.89,t,f,Unknown,55,0.87,97.0,4.574710978503383,4.574710978503383
1286944334650236622,651601904,43.66366,-79.37837,Church-Yonge Corridor,45.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,170,4,5.0,f,f,Unknown,44,0.36,45.0,3.8066624897703196,3.8066624897703196
1286952890055660918,245417090,43.66369612808516,-79.4074215724767,University,75.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,33,2,4.5,t,f,Unknown,55,0.31,75.0,4.31748811353631,4.31748811353631
1286955788716070809,245417090,43.6649997756976,-79.40583130154832,University,70.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,36,0,4.89,t,f,Unknown,55,0.87,70.0,4.248495242049359,4.248495242049359
1286958908521744812,245417090,43.66562,-79.40569,University,80.0,Private room,Private room in home,1,1.0,1.0,1 private bath,28,39,2,5.0,f,f,Unknown,55,0.18,80.0,4.382026634673881,4.382026634673881
1286980562473735855,71012346,43.70627520523429,-79.51157398789796,Weston,1485.0,Entire home/apt,Entire home,8,4.0,2.0,3 baths,1,325,0,4.89,f,f,STR-2411-HJWPPX,1,0.87,900.0,7.3031700512368,6.802394763324311
1287000203640427020,143053040,43.658520602423465,-79.39607212631921,Kensington-Chinatown,103.0,Entire home/apt,Entire home,6,3.0,3.0,2.5 baths,28,294,4,5.0,f,t,Unknown,3,0.38,103.0,4.634728988229636,4.634728988229636
1287033984926259484,31759404,43.6447184082304,-79.40142599420881,Waterfront Communities-The Island,257.0,Entire home/apt,Entire rental unit,4,1.0,1.0,1.5 baths,3,345,3,5.0,f,f,STR-2411-FMJPPQ,1,0.73,257.0,5.54907608489522,5.54907608489522
1287039725288273744,567095725,43.7848058052242,-79.1312512905622,Rouge,48.0,Private room,Private room in home,2,2.0,1.0,1 private bath,30,364,0,4.89,f,f,Unknown,1,0.87,48.0,3.871201010907891,3.871201010907891
1287061875531358442,20183889,43.6812336,-79.4381155,Oakwood Village,99.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,29,215,2,5.0,f,f,Unknown,1,0.27,99.0,4.59511985013459,4.59511985013459
1287066766012087118,661496863,43.63998,-79.4009,Waterfront Communities-The Island,560.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,28,365,0,4.89,f,f,Unknown,1,0.87,560.0,6.327936783729195,6.327936783729195
1287078554841184237,505882644,43.66387,-79.32468,Greenwood-Coxwell,166.0,Entire home/apt,Entire home,6,3.0,3.0,2 baths,28,42,2,4.0,t,f,Unknown,3,0.23,166.0,5.111987788356544,5.111987788356544
1287090982696842997,37438050,43.6719003,-79.3725853,North St.James Town,91.0,Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,28,255,3,5.0,f,f,Unknown,1,0.51,91.0,4.51085950651685,4.51085950651685
1287182050351064642,654452321,43.655584,-79.3985383,Kensington-Chinatown,188.0,Private room,Room in hotel,2,1.0,1.0,1 private bath,1,362,39,4.9,f,t,Unknown,5,3.37,188.0,5.236441962829949,5.236441962829949
1287210722815156273,654452321,43.655584,-79.3985383,Kensington-Chinatown,244.0,Private room,Room in hotel,3,1.0,2.0,1 private bath,1,361,66,4.82,f,t,Unknown,5,5.71,244.0,5.497168225293202,5.497168225293202
1287259783189084761,576018278,43.646505276880895,-79.41776380320205,Trinity-Bellwoods,39.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,28,342,1,3.0,f,f,Unknown,3,1.0,39.0,3.6635616461296463,3.6635616461296463
1287264142437117753,44890749,43.665637814580734,-79.3872033774405,Bay Street Corridor,263.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,3,176,22,4.73,f,f,STR-2411-FWGBPR,1,2.0,263.0,5.572154032177765,5.572154032177765
1287286023333089534,385862055,43.64036659829442,-79.39685007667894,Waterfront Communities-The Island,80.0,Private room,Private room in condo,2,1.0,1.0,1 private bath,30,283,0,4.89,t,t,Unknown,3,0.87,80.0,4.382026634673881,4.382026634673881
1287300545032513985,661559406,43.6577066983152,-79.37344085372358,Moss Park,283.0,Entire home/apt,Entire rental unit,6,2.0,3.0,1 bath,28,50,4,4.25,t,f,STR-2404-JFGXVZ,1,0.34,283.0,5.645446897643238,5.645446897643238
1287301740344641411,9880504,43.64103107204064,-79.44488176218087,Roncesvalles,135.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,134,212,0,4.89,t,f,Unknown,2,0.87,135.0,4.90527477843843,4.90527477843843
1287311614619523944,6663460,43.6582976,-79.342952,South Riverdale,119.0,Entire home/apt,Entire guest suite,3,1.0,1.0,1 bath,3,75,31,4.81,f,t,STR-2411-GLTBPT,1,2.99,119.0,4.77912349311153,4.77912349311153
1287371359187017570,579265968,43.64319,-79.38045,Waterfront Communities-The Island,230.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,1,107,42,4.86,t,t,STR-2408-HSYYBY,1,3.88,230.0,5.438079308923196,5.438079308923196
1287379629713116483,577901551,43.64248,-79.38173,Waterfront Communities-The Island,304.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,1,148,28,4.68,t,t,STR-2408-JBFYBZ,1,2.55,304.0,5.717027701406222,5.717027701406222
1287570652877388230,108160059,43.65629,-79.37563,Church-Yonge Corridor,180.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,2,45,19,4.58,t,Unknown,STR-2409-FMWLBQ,3,1.6,180.0,5.19295685089021,5.19295685089021
1287680470812024178,458914463,43.778923397576186,-79.4195854959401,Newtonbrook West,127.0,Entire home/apt,Entire rental unit,6,2.0,3.0,2 baths,28,363,2,5.0,f,f,Unknown,1,0.28,127.0,4.844187086458591,4.844187086458591
1287695619474760350,578435830,43.65880617699838,-79.40831200404023,University,70.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,1,179,37,4.62,t,Unknown,STR-2405-HKZXVX,3,3.07,70.0,4.248495242049359,4.248495242049359
1287697883837895113,157581954,43.70735,-79.39532,Mount Pleasant West,190.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,2,65,13,4.92,f,t,STR-2411-HDMBPW,1,1.1,190.0,5.247024072160486,5.247024072160486
1287729259860303749,691285551,43.67644,-79.35696,North Riverdale,325.0,Private room,Room in hotel,5,2.0,2.0,1 private bath,1,2,71,5.0,f,f,Unknown,4,6.12,325.0,5.783825182329737,5.783825182329737
1287741925198625603,129499579,43.63790939703464,-79.4278801372663,South Parkdale,174.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,1,323,61,4.89,t,f,STR-2410-FGBHPP,1,5.07,174.0,5.159055299214529,5.159055299214529
1287749083059740172,691285551,43.67654,-79.35684,North Riverdale,290.0,Private room,Room in hotel,4,2.0,2.0,1 private bath,1,135,58,4.98,f,f,Unknown,4,5.23,290.0,5.66988092298052,5.66988092298052
1287777046873142920,691285551,43.67649,-79.35686,North Riverdale,271.0,Private room,Room in boutique hotel,3,1.0,1.0,1 private bath,1,136,65,5.0,f,f,Unknown,4,5.42,271.0,5.602118820879701,5.602118820879701
1287841213486192793,2750465,43.6851263,-79.3008696,East End-Danforth,93.0,Entire home/apt,Entire home,4,2.0,2.0,2 baths,28,96,3,5.0,f,t,Unknown,3,0.35,93.0,4.532599493153256,4.532599493153256
1287931174329643661,6353140,43.70542262135438,-79.39714630626933,Mount Pleasant West,160.0,Entire home/apt,Entire condo,2,0.0,1.0,3 baths,30,354,0,4.89,f,f,Unknown,1,0.87,160.0,5.075173815233827,5.075173815233827
1287939138223943273,661664604,43.6451,-79.39084,Waterfront Communities-The Island,244.0,Entire home/apt,Entire condo,4,1.0,2.0,1 bath,28,39,36,4.58,t,f,STR-2410-HQPHPX,2,2.98,244.0,5.497168225293202,5.497168225293202
1288089670562207251,539147858,43.7671466,-79.4062611,Willowdale East,78.0,Private room,Private room in home,2,2.0,2.0,1 private bath,1,365,19,4.68,t,f,STR-2310-HLVVHX,12,1.79,78.0,4.356708826689592,4.356708826689592
1288152535184886011,10202618,43.76355,-79.48586,York University Heights,179.0,Entire home/apt,Entire condo,5,1.0,2.0,1 bath,1,350,13,4.46,f,Unknown,Unknown,16,1.41,179.0,5.187385805840755,5.187385805840755
1288394602913324439,18335012,43.6742113,-79.3273784,Greenwood-Coxwell,77.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,345,6,5.0,t,t,Unknown,2,0.59,77.0,4.343805421853684,4.343805421853684
1288400866963143168,122734317,43.65705,-79.46862,High Park North,88.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,2,209,22,4.91,t,t,STR-2412-GMRYBT,1,3.32,88.0,4.477336814478207,4.477336814478207
1288424407335036642,399915863,43.68196,-79.43833,Oakwood Village,288.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,28,364,5,4.4,f,f,STR-2404-HFRHHW,1,0.42,288.0,5.662960480135946,5.662960480135946
1288489422428476393,661845517,43.65334419154578,-79.41580534956236,Trinity-Bellwoods,488.0,Entire home/apt,Entire home,8,4.0,4.0,3 baths,2,242,27,4.93,f,t,STR-2410-FHZBPP,1,2.24,488.0,6.1903154058531475,6.1903154058531475
1288518472823855439,36557931,43.64556959999999,-79.39015359999999,Waterfront Communities-The Island,270.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,365,0,4.89,f,f,Unknown,1,0.87,270.0,5.598421958998375,5.598421958998375
1288595897431713625,17667052,43.65065,-79.47608,High Park-Swansea,200.0,Entire home/apt,Camper/RV,2,1.0,1.0,1 bath,28,365,0,4.89,t,f,STR-2403-HSZVHY,2,0.87,200.0,5.298317366548036,5.298317366548036
1288621546655196418,451123821,43.66273,-79.3875,Bay Street Corridor,182.0,Private room,Private room in rental unit,5,2.0,2.0,2 baths,1,36,12,4.67,t,f,STR-2408-GKSYBT,2,1.15,182.0,5.204006687076795,5.204006687076795
1288626793753266490,2858688,43.6531027,-79.46819119999999,High Park North,285.0,Entire home/apt,Entire home,6,3.0,3.0,2.5 baths,5,286,11,4.91,f,t,STR-2411-GVRYBV,1,1.49,285.0,5.652489180268651,5.652489180268651
1288689078307670695,565911487,43.68113,-79.28834,East End-Danforth,125.0,Entire home/apt,Entire home,2,1.0,2.0,1 bath,28,364,8,5.0,f,t,STR-2402-HHSPHW,1,0.8,125.0,4.8283137373023015,4.8283137373023015
1288745729303845158,425511782,43.68242,-79.44206,Oakwood Village,165.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,364,12,5.0,f,t,STR-2405-FVQDVR,1,1.0,165.0,5.10594547390058,5.10594547390058
1288795774727016738,38595771,43.66525,-79.56081,Eringate-Centennial-West Deane,100.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,1,18,44,5.0,f,t,STR-2412-HSJSBY,1,4.06,100.0,4.605170185988092,4.605170185988092
1289033151396509744,176761986,43.6746047,-79.2912262,The Beaches,220.0,Entire home/apt,Entire rental unit,6,2.0,3.0,1 bath,3,236,22,4.91,t,f,STR-2411-JDMBPZ,1,2.45,220.0,5.393627546352362,5.393627546352362
1289106979447149187,459531,43.68012,-79.29795,East End-Danforth,86.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,28,71,1,5.0,t,t,Unknown,2,0.31,86.0,4.454347296253507,4.454347296253507
1289120303492132206,5558568,43.64264,-79.43278,Roncesvalles,150.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,363,0,4.89,f,f,Unknown,1,0.87,150.0,5.0106352940962555,5.0106352940962555
1289210969305173770,560195627,43.65737670000001,-79.3744501,Moss Park,180.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,3,27,14,4.64,t,f,STR-2402-GSBXVT,1,1.21,180.0,5.19295685089021,5.19295685089021
1289236568534704845,45009542,43.64518146254806,-79.41589234430252,Trinity-Bellwoods,238.0,Entire home/apt,Entire rental unit,4,2.0,3.0,1 bath,1,348,37,4.84,t,f,STR-2412-FKWSBP,1,4.34,238.0,5.472270673671475,5.472270673671475
1289286501926185404,483699651,43.6546153,-79.52400250000001,Edenbridge-Humber Valley,196.0,Entire home/apt,Entire home,6,3.0,4.0,2 baths,31,54,3,4.67,f,f,Unknown,8,0.3,196.0,5.278114659230517,5.278114659230517
1289312725731164286,224009022,43.68351759740141,-79.4593029169086,Caledonia-Fairbank,184.0,Entire home/apt,Entire home,4,2.0,2.0,1 bath,2,114,11,5.0,f,t,STR-2408-GXWLBV,1,1.1,184.0,5.214935757608986,5.214935757608986
1289322745406228035,662046542,43.78154626142231,-79.36156885474396,Don Valley Village,84.0,Entire home/apt,Entire home,3,2.0,2.0,1 bath,28,261,3,5.0,f,t,Unknown,1,0.37,84.0,4.430816798843313,4.430816798843313
1289324198383311157,576537893,43.68162,-79.46223,Keelesdale-Eglinton West,83.0,Entire home/apt,Entire home,2,1.0,2.0,1 bath,30,72,3,5.0,f,t,Unknown,2,0.28,83.0,4.418840607796598,4.418840607796598
1289328706604266697,592999443,43.69160332332147,-79.30942145838145,Woodbine-Lumsden,135.0,Entire home/apt,Entire home,4,3.0,3.0,2 baths,28,298,0,4.89,t,t,Unknown,9,0.87,135.0,4.90527477843843,4.90527477843843
1289358540778229611,662055361,43.6197441,-79.5216896,Islington-City Centre West,135.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,4,161,30,4.7,f,f,STR-2409-HWZBPY,1,2.5,135.0,4.90527477843843,4.90527477843843
1289362228419974483,228480831,43.638882510233685,-79.4130028116394,Niagara,125.0,Entire home/apt,Entire townhouse,2,1.0,1.0,1.5 baths,85,210,0,4.89,f,f,Unknown,1,0.87,125.0,4.8283137373023015,4.8283137373023015
1289455193668352694,21296803,43.6335418163122,-79.39975145887152,Niagara,400.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,28,364,0,4.89,f,f,Unknown,1,0.87,400.0,5.991464547107982,5.991464547107982
1289482715432908721,662084875,43.64531920466951,-79.39853014067245,Waterfront Communities-The Island,110.0,Entire home/apt,Entire rental unit,2,2.0,1.0,1 bath,28,195,0,4.89,t,f,Unknown,1,0.87,110.0,4.700480365792417,4.700480365792417
1289510780258303712,197968613,43.751413564078575,-79.18727787806222,Guildwood,99.0,Entire home/apt,Entire home,4,2.0,2.0,1 bath,2,351,32,4.66,f,f,STR-2411-HHQPPW,1,2.72,99.0,4.59511985013459,4.59511985013459
1289532711426096613,162968830,43.79579650484892,-79.41431890710244,Newtonbrook East,115.0,Entire home/apt,Entire home,4,3.0,3.0,1 bath,28,329,0,4.89,f,Unknown,Unknown,3,0.87,115.0,4.74493212836325,4.74493212836325
1289554630892928739,270908954,43.77150008047661,-79.41158999646446,Willowdale East,35.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,79,3,4.33,f,f,Unknown,11,0.4,35.0,3.5553480614894135,3.5553480614894135
1289857986112083400,576537893,43.6833,-79.46231,Keelesdale-Eglinton West,90.0,Entire home/apt,Entire home,6,3.0,3.0,1 bath,30,180,3,5.0,f,t,Unknown,2,0.28,90.0,4.499809670330265,4.499809670330265
1289876931702776714,37094478,43.65082686114098,-79.40926361776069,Trinity-Bellwoods,868.0,Entire home/apt,Entire home,16,8.0,9.0,2 baths,1,344,24,4.54,f,f,STR-2211-HZPBHZ,1,2.54,868.0,6.7661917146603505,6.7661917146603505
1289932810953337103,149993200,43.6438893,-79.39185169999999,Waterfront Communities-The Island,585.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,365,0,4.89,f,f,Unknown,1,0.87,585.0,6.371611847231857,6.371611847231857
1289946762212207181,662185148,43.64957,-79.38809,Waterfront Communities-The Island,190.0,Entire home/apt,Entire rental unit,4,2.0,3.0,1 bath,2,173,11,4.55,t,f,STR-2409-JCVFBZ,1,0.99,190.0,5.247024072160486,5.247024072160486
1290091921886443724,82712788,43.67112,-79.38822,Annex,77.0,Private room,Private room in rental unit,1,1.0,1.0,1 shared bath,28,365,0,4.89,f,f,Unknown,2,0.87,77.0,4.343805421853684,4.343805421853684
1290115823047087347,662226047,43.64489,-79.38833,Waterfront Communities-The Island,238.0,Entire home/apt,Entire condo,3,1.0,2.0,1 bath,30,189,20,4.85,t,t,STR-2501-HKKYBX,1,2.33,238.0,5.472270673671475,5.472270673671475
1290139092775828332,563823357,43.641944354822826,-79.38230562955141,Waterfront Communities-The Island,226.0,Entire home/apt,Entire condo,4,2.0,2.0,1 bath,2,170,42,4.52,f,f,STR-2409-HRHFBX,1,3.55,226.0,5.420534999272286,5.420534999272286
1290153289138785929,200484539,43.68012,-79.42663,Wychwood,125.0,Entire home/apt,Entire rental unit,5,1.0,2.0,1 bath,28,162,1,5.0,f,f,Unknown,1,0.64,125.0,4.8283137373023015,4.8283137373023015
1290216444757535995,662248861,43.6593448,-79.47612319999999,High Park North,499.0,Entire home/apt,Entire home,14,5.0,5.0,2.5 baths,2,257,6,5.0,f,f,STR-2409-GWSYBV,1,1.78,499.0,6.212606095751519,6.212606095751519
1290623018820037011,662184596,43.7939136989935,-79.38631196928938,Bayview Woods-Steeles,40.0,Private room,Private room in home,1,1.0,1.0,1 private bath,28,89,0,4.89,f,f,STR-2409-HTMBPY,1,0.87,40.0,3.6888794541139363,3.6888794541139363
1290691623543081881,662348616,43.6636845,-79.38347259999999,Church-Yonge Corridor,230.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,2,90,21,4.71,f,f,STR-2410-HGQPPW,1,2.0,230.0,5.438079308923196,5.438079308923196
1290719629666624729,24914637,43.65907,-79.37686,Church-Yonge Corridor,200.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,358,0,4.89,f,f,Unknown,1,0.87,200.0,5.298317366548036,5.298317366548036
1290780587497535544,662369966,43.76279,-79.3464398,Parkwoods-Donalda,128.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,1,194,0,4.89,f,f,STR-2411-HKPLBX,1,0.87,128.0,4.852030263919617,4.852030263919617
1290922613526926758,574784464,43.65494126913166,-79.39223909633279,Kensington-Chinatown,110.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,1,81,76,4.79,f,f,STR-2411-HVQPPY,1,6.44,110.0,4.700480365792417,4.700480365792417
1291360756853604742,662482411,43.65508,-79.39236,Kensington-Chinatown,210.0,Private room,Private room in home,5,3.0,4.0,2 baths,3,142,55,5.0,f,t,STR-2406-FJXKVP,1,4.69,210.0,5.3471075307174685,5.3471075307174685
1291498241581820654,92000693,43.7913188,-79.3571833,Don Valley Village,103.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,32,0,4.89,f,f,Unknown,1,0.87,103.0,4.634728988229636,4.634728988229636
1291499028192097273,662514545,43.64223,-79.38086,Waterfront Communities-The Island,187.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,90,136,0,4.89,f,f,Unknown,1,0.87,187.0,5.231108616854587,5.231108616854587
1291614670788631185,82791,43.71163583778425,-79.52097504791412,Pelmo Park-Humberlea,54.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,30,269,3,5.0,f,t,Unknown,8,0.28,54.0,3.9889840465642745,3.9889840465642745
1291628512697118438,6562910,43.7229268,-79.4139016,Lawrence Park North,112.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,28,284,1,5.0,t,f,Unknown,1,0.13,112.0,4.718498871295094,4.718498871295094
1291660658368132295,208360400,43.7860551,-79.1977194,Morningside,73.0,Private room,Private room in rental unit,2,1.0,1.0,1 private bath,28,283,0,4.89,f,t,Unknown,7,0.87,73.0,4.290459441148391,4.290459441148391
1291683004887557020,451951846,43.668757502591625,-79.49617761682798,Rockcliffe-Smythe,170.0,Private room,Private room in home,4,2.0,2.0,1.5 baths,28,89,0,4.89,f,f,STR-2202-FZYDVD,1,0.87,170.0,5.135798437050262,5.135798437050262
1292029958577901332,661668358,43.64827116175512,-79.41848974579521,Trinity-Bellwoods,215.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,0,33,4.94,f,t,STR-2408-FFKSBP,1,2.78,215.0,5.3706380281276624,5.3706380281276624
1292125969870637099,5394203,43.64716,-79.43732,Little Portugal,190.0,Entire home/apt,Entire home,3,2.0,2.0,1 bath,31,316,0,4.89,f,f,Unknown,1,0.87,190.0,5.247024072160486,5.247024072160486
1292174333982843950,549964711,43.63489633162136,-79.54582273335564,Islington-City Centre West,64.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,1,321,40,4.68,f,t,STR-2411-JDKVPZ,2,3.44,64.0,4.1588830833596715,4.1588830833596715
1292357840349435930,33772212,43.64189,-79.40328,Niagara,99.0,Private room,Private room in home,2,1.0,1.0,1 private bath,1,103,63,4.78,f,f,STR-2411-GXMBPV,4,5.43,99.0,4.59511985013459,4.59511985013459
1292396456785876980,33772212,43.64247,-79.40271,Niagara,114.0,Private room,Private room in home,2,1.0,1.0,1 private bath,1,110,46,4.7,f,f,STR-2411-GXMBPV,4,3.99,114.0,4.736198448394496,4.736198448394496
1292739847655285796,549964711,43.6339791,-79.5467879,Islington-City Centre West,47.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,1,344,33,4.91,f,t,STR-2411-JDKVPZ,2,2.77,47.0,3.8501476017100584,3.8501476017100584
1292743394662009450,15945025,43.60032938480711,-79.5150862202933,New Toronto,149.0,Private room,Private room in home,4,0.0,2.0,1.5 baths,1,309,10,4.8,f,f,STR-2505-FQVPPQ,3,0.95,149.0,5.003946305945459,5.003946305945459
1292838303886693532,461378049,43.63593,-79.40499,Niagara,192.0,Private room,Private room in rental unit,2,1.0,1.0,1 private bath,1,64,24,5.0,f,t,STR-2411-HMKYBX,1,2.29,192.0,5.2574953720277815,5.2574953720277815
1292849371670900338,597661835,43.6398746,-79.3978691,Waterfront Communities-The Island,206.0,Entire home/apt,Entire rental unit,6,2.0,3.0,2 baths,1,202,51,4.76,t,t,STR-2408-HDSYBW,1,4.36,206.0,5.327876168789581,5.327876168789581
1292888358767070096,90068148,43.693708449557896,-79.26104224404044,Birchcliffe-Cliffside,140.0,Entire home/apt,Entire home,4,3.0,3.0,2 baths,28,364,3,5.0,f,t,Unknown,5,0.3,140.0,4.941642422609304,4.941642422609304
1292890275563732552,653174241,43.7756435,-79.328294,Pleasant View,37.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,162,16,4.69,f,t,STR-2409-GTYYBV,5,1.34,37.0,3.6109179126442243,3.6109179126442243
1292948101449172160,132569988,43.79395,-79.33198,Pleasant View,57.0,Entire home/apt,Entire guest suite,4,2.0,2.0,1 bath,28,214,4,3.5,f,Unknown,Unknown,14,0.45,57.0,4.04305126783455,4.04305126783455
