id,host_id,latitude,longitude,neighbourhood_cleansed,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,minimum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,host_is_superhost,license,calculated_host_listings_count,reviews_per_month,price_w,log_price,log_price_w
26654,113345,43.64608,-79.39032,Waterfront Communities-The Island,133.0,Entire home/apt,Entire condo,4,2.0,2.0,1 bath,28,140,45,4.8,f,t,Unknown,3,0.25,133.0,4.890349128221754,4.890349128221754
27423,118124,43.66884,-79.32725,South Riverdale,75.0,Entire home/apt,Entire rental unit,1,0.0,1.0,1 bath,365,11,31,4.93,f,f,Unknown,1,0.16,75.0,4.31748811353631,4.31748811353631
40701,175687,43.67239,-79.28858,The Beaches,85.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,90,293,12,4.67,f,f,Unknown,1,0.08,85.0,4.442651256490317,4.442651256490317
44452,195095,43.67193,-79.3859,Rosedale-Moore Park,97.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,365,68,4.19,f,f,Unknown,13,0.37,97.0,4.574710978503383,4.574710978503383
44469,195095,43.67129,-79.38634,Rosedale-Moore Park,88.0,Private room,Private room in rental unit,2,1.0,1.0,1 bath,30,365,8,4.0,f,f,Unknown,13,0.05,88.0,4.477336814478207,4.477336814478207
45399,195095,43.66123,-79.38336,Bay Street Corridor,120.0,Entire home/apt,Entire condo,3,0.0,1.0,1 bath,28,345,89,4.17,f,f,Unknown,13,0.49,120.0,4.787491742782046,4.787491742782046
45893,195095,43.6718,-79.38488,Rosedale-Moore Park,70.0,Private room,Private room in rental unit,1,1.0,1.0,1 private bath,28,365,24,4.4,f,f,Unknown,13,0.13,70.0,4.248495242049359,4.248495242049359
50110,195095,43.66899,-79.38559,Church-Yonge Corridor,160.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,28,365,61,4.63,f,f,Unknown,13,0.33,160.0,5.075173815233827,5.075173815233827
64641,304551,43.64453,-79.40736,Niagara,64.0,Private room,Private room in home,1,1.0,1.0,Half-bath,118,324,27,4.81,f,Unknown,Unknown,5,0.15,64.0,4.1588830833596715,4.1588830833596715
64645,304551,43.64475,-79.40905,Niagara,79.0,Private room,Private room in home,1,1.0,0.0,1 private bath,118,316,17,4.73,f,Unknown,Unknown,5,0.1,79.0,4.3694478524670215,4.3694478524670215
71118,304551,43.64605,-79.4069,Niagara,80.0,Entire home/apt,Entire home,1,1.0,0.0,1 bath,30,108,13,4.58,f,Unknown,Unknown,5,0.07,80.0,4.382026634673881,4.382026634673881
84151,195095,43.67138,-79.38424,Rosedale-Moore Park,128.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,30,365,23,4.6,f,f,Unknown,13,0.13,128.0,4.852030263919617,4.852030263919617
96336,511506,43.64388,-79.41011,Niagara,324.0,Entire home/apt,Entire townhouse,5,3.0,3.0,2 baths,3,61,179,4.93,f,t,STR-2009-FXRRPD,1,1.22,324.0,5.780743515792329,5.780743515792329
112842,575127,43.65703,-79.46719,High Park North,66.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,120,282,12,4.92,f,f,Unknown,1,0.07,66.0,4.189654742026425,4.189654742026425
119441,174063,43.63737,-79.44022,South Parkdale,80.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,60,365,86,4.83,f,t,Unknown,4,0.49,80.0,4.382026634673881,4.382026634673881
131401,604233,43.63649,-79.40171,Niagara,69.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,100,8,11,4.55,f,f,Unknown,1,0.09,69.0,4.23410650459726,4.23410650459726
146601,436139,43.64584,-79.39051,Waterfront Communities-The Island,233.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,28,365,8,4.71,f,f,STR-2303-FPCPHQ,1,0.05,233.0,5.4510384535657,5.4510384535657
153000,735795,43.64494,-79.39123,Waterfront Communities-The Island,270.0,Entire home/apt,Entire condo,4,2.0,2.0,2 baths,2,246,63,4.6,f,t,STR-2408-JCKSBZ,1,0.36,270.0,5.598421958998375,5.598421958998375
154743,744412,43.67018,-79.38372,Church-Yonge Corridor,100.0,Entire home/apt,Entire condo,2,1.0,2.0,1 bath,30,318,70,4.79,f,t,Unknown,1,0.4,100.0,4.605170185988092,4.605170185988092
184784,656777,43.67005,-79.38372,Church-Yonge Corridor,152.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,150,313,64,4.93,f,t,Unknown,1,0.37,152.0,5.0238805208462765,5.0238805208462765
186342,895337,43.77554,-79.38989,Bayview Village,227.0,Entire home/apt,Entire townhouse,6,3.0,3.0,4 baths,30,173,0,4.89,f,t,Unknown,1,0.87,227.0,5.424950017481403,5.424950017481403
192860,533496,43.66492,-79.47384,Junction Area,132.0,Entire home/apt,Entire guest suite,3,2.0,2.0,1 bath,31,131,129,4.93,f,t,STR-2010-FPPDPC,2,0.75,132.0,4.882801922586371,4.882801922586371
196584,957466,43.69431,-79.28563,Oakridge,120.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,18,342,69,4.9,f,f,STR-2012-HLWPHK,1,0.61,120.0,4.787491742782046,4.787491742782046
224775,1170217,43.6619,-79.37727,Church-Yonge Corridor,80.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,339,41,4.83,f,t,Unknown,2,0.32,80.0,4.382026634673881,4.382026634673881
232794,1218097,43.6715929,-79.3908687,Annex,230.0,Entire home/apt,Entire condo,3,1.0,2.0,1 bath,28,236,8,4.88,f,t,Unknown,1,0.05,230.0,5.438079308923196,5.438079308923196
239449,349772,43.66701,-79.40625,Annex,57.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,225,42,4.74,f,t,Unknown,1,0.28,57.0,4.04305126783455,4.04305126783455
288341,1368256,43.67098,-79.37434,North St.James Town,190.0,Entire home/apt,Entire home,6,2.0,3.0,1.5 baths,4,345,65,4.8,f,t,STR-2009-GXRRPH,1,0.44,190.0,5.247024072160486,5.247024072160486
307726,1108156,43.6429418,-79.38055709999999,Waterfront Communities-The Island,80.0,Entire home/apt,Entire condo,2,0.0,2.0,1 bath,28,339,72,4.94,f,t,Unknown,1,0.43,80.0,4.382026634673881,4.382026634673881
363057,1816495,43.67262,-79.30057,The Beaches,342.0,Entire home/apt,Entire home,7,3.0,4.0,1.5 baths,28,335,87,4.61,f,f,STR-2203-GGLHHF,1,0.85,342.0,5.834810737062605,5.834810737062605
366973,1015670,43.64226,-79.40076,Waterfront Communities-The Island,190.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,358,9,4.89,f,f,Unknown,1,0.07,190.0,5.247024072160486,5.247024072160486
393873,1870492,43.64455,-79.40312,Niagara,115.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,183,212,21,4.89,f,f,Unknown,1,0.13,115.0,4.74493212836325,4.74493212836325
394627,304551,43.66269,-79.40938,University,57.0,Entire home/apt,Entire rental unit,1,1.0,1.0,1 bath,60,346,5,4.4,f,Unknown,Unknown,5,0.04,57.0,4.04305126783455,4.04305126783455
403200,195095,43.67176,-79.38555,Rosedale-Moore Park,72.0,Private room,Private room in rental unit,2,1.0,1.0,1 private bath,28,365,5,4.8,f,f,Unknown,13,0.03,72.0,4.276666119016055,4.276666119016055
418607,2079464,43.69747,-79.39304,Mount Pleasant West,65.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,30,355,127,4.53,f,f,Unknown,1,0.79,65.0,4.174387269895637,4.174387269895637
429943,377846,43.68672,-79.29328,East End-Danforth,62.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,188,47,4.64,f,t,Unknown,20,0.29,62.0,4.127134385045092,4.127134385045092
462366,2297131,43.7054,-79.48584,Brookhaven-Amesbury,50.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,88,34,4.74,f,f,Unknown,1,0.21,50.0,3.912023005428146,3.912023005428146
466650,1039434,43.64286,-79.4031,Niagara,240.0,Entire home/apt,Entire loft,2,1.0,1.0,1 bath,6,212,88,4.93,f,t,STR-2402-FZZRVR,2,0.55,240.0,5.480638923341991,5.480638923341991
473827,2349264,43.6879,-79.43938,Oakwood Village,115.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,28,173,102,4.85,f,f,Unknown,1,0.63,115.0,4.74493212836325,4.74493212836325
495303,1241161,43.66446,-79.42537,Dovercourt-Wallace Emerson-Junction,107.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,29,90,115,4.77,f,f,Unknown,1,0.72,107.0,4.672828834461906,4.672828834461906
516823,533496,43.66672,-79.47492,Junction Area,110.0,Entire home/apt,Entire guest suite,2,0.0,1.0,1 bath,31,119,189,4.84,f,t,Unknown,2,1.16,110.0,4.700480365792417,4.700480365792417
526594,2588098,43.76651,-79.40411,Willowdale East,98.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,180,6,3.8,f,f,Unknown,1,0.04,98.0,4.584967478670572,4.584967478670572
526705,1698603,43.64264,-79.43215,Roncesvalles,408.0,Entire home/apt,Entire loft,3,1.0,1.0,1 bath,3,350,77,4.93,f,f,STR-2011-FYPDVD,1,0.48,408.0,6.0112671744041615,6.0112671744041615
529227,2600229,43.65836,-79.42479,Palmerston-Little Italy,295.0,Entire home/apt,Entire home,7,4.0,5.0,2 baths,28,358,18,4.76,f,f,STR-2302-GSKRVT,1,0.11,295.0,5.68697535633982,5.68697535633982
529256,2597290,43.65075,-79.41072,Trinity-Bellwoods,97.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,28,365,112,4.66,f,f,Unknown,1,0.69,97.0,4.574710978503383,4.574710978503383
571429,377846,43.68519,-79.29338,East End-Danforth,142.0,Entire home/apt,Entire rental unit,7,3.0,3.0,1 bath,28,315,29,4.38,f,t,Unknown,20,0.18,142.0,4.955827057601261,4.955827057601261
573892,2175675,43.64278,-79.37985,Waterfront Communities-The Island,114.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,307,90,4.83,f,f,Unknown,3,0.56,114.0,4.736198448394496,4.736198448394496
638586,3186285,43.64356,-79.3903,Waterfront Communities-The Island,150.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,30,358,61,4.69,f,f,Unknown,1,0.44,150.0,5.0106352940962555,5.0106352940962555
654048,3289972,43.7837,-79.20675,Morningside,150.0,Entire home/apt,Entire home,7,4.0,5.0,1.5 baths,28,42,21,4.9,f,f,Unknown,1,0.13,150.0,5.0106352940962555,5.0106352940962555
666670,377846,43.68614,-79.29126,East End-Danforth,79.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,365,47,4.57,f,t,Unknown,20,0.31,79.0,4.3694478524670215,4.3694478524670215
670171,3395349,43.65627,-79.45863,High Park North,96.0,Entire home/apt,Entire home,2,1.0,2.0,1 bath,28,363,0,4.89,f,f,Unknown,1,0.87,96.0,4.564348191467836,4.564348191467836
702286,3604846,43.65374,-79.45359,High Park-Swansea,172.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,29,362,18,4.47,f,f,Unknown,5,0.11,172.0,5.147494476813453,5.147494476813453
703124,3604846,43.65329,-79.45257,High Park-Swansea,300.0,Entire home/apt,Entire home,7,3.0,4.0,1 bath,30,226,24,4.83,f,f,Unknown,5,0.17,300.0,5.703782474656201,5.703782474656201
703133,3604846,43.65563,-79.45259,High Park-Swansea,180.0,Entire home/apt,Entire home,5,2.0,3.0,1 bath,31,165,4,4.25,f,f,Unknown,5,0.03,180.0,5.19295685089021,5.19295685089021
728817,3783106,43.64147151118414,-79.44633446306561,Roncesvalles,430.0,Entire home/apt,Entire home,7,4.0,4.0,2.5 baths,5,72,14,5.0,f,f,STR-2012-HGVHHJ,1,0.09,430.0,6.063785208687608,6.063785208687608
738252,3604846,43.65597,-79.45258,High Park-Swansea,220.0,Entire home/apt,Entire home,4,2.0,3.0,1 bath,28,365,8,4.25,f,f,Unknown,5,0.06,220.0,5.393627546352362,5.393627546352362
756619,3982898,43.664642,-79.371208,Cabbagetown-South St.James Town,102.0,Private room,Private room in home,1,1.0,1.0,1 private bath,3,185,150,4.94,f,t,STR-2010-HLLXPK,3,1.0,102.0,4.624972813284271,4.624972813284271
762143,4017316,43.63821029663086,-79.391357421875,Waterfront Communities-The Island,109.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,180,364,5,4.0,f,f,Unknown,1,0.04,109.0,4.6913478822291435,4.6913478822291435
771141,4068231,43.65802,-79.37108,Moss Park,98.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,28,359,37,4.65,f,t,Unknown,5,0.24,98.0,4.584967478670572,4.584967478670572
774352,4085292,43.67049,-79.38457,Church-Yonge Corridor,300.0,Entire home/apt,Entire serviced apartment,5,2.0,2.0,2 baths,28,301,75,4.93,t,t,STR-2304-HPZBHX,3,0.58,300.0,5.703782474656201,5.703782474656201
788710,844281,43.64366,-79.45216,High Park-Swansea,90.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,30,89,2,5.0,f,f,Unknown,1,0.01,90.0,4.499809670330265,4.499809670330265
790887,2056128,43.66414,-79.38351,Church-Yonge Corridor,189.0,Private room,Private room in condo,2,1.0,1.0,1 shared bath,1,25,630,4.94,t,t,STR-2204-GLMPHG,1,4.17,189.0,5.241747015059643,5.241747015059643
794506,4186011,43.63996,-79.39109,Waterfront Communities-The Island,229.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,2,173,173,4.92,f,t,STR-2011-HZQKVM,1,1.23,229.0,5.43372200355424,5.43372200355424
817749,4289557,43.64674,-79.39975,Waterfront Communities-The Island,102.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,30,305,51,4.88,f,f,Unknown,1,0.33,102.0,4.624972813284271,4.624972813284271
818228,4297691,43.65851,-79.4431,Dovercourt-Wallace Emerson-Junction,73.0,Private room,Private room in home,1,1.0,1.0,1.5 shared baths,1,341,751,4.85,f,t,STR-2204-GFYHHF,3,5.03,73.0,4.290459441148391,4.290459441148391
820177,149566,43.65555,-79.42017,Palmerston-Little Italy,120.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,54,45,4.73,f,t,Unknown,1,0.29,120.0,4.787491742782046,4.787491742782046
855991,4477219,43.65474,-79.37779,Church-Yonge Corridor,183.0,Entire home/apt,Entire condo,2,0.0,1.0,1 bath,28,0,13,4.85,f,t,Unknown,4,0.1,183.0,5.209486152841421,5.209486152841421
883109,4517569,43.68385,-79.3525,Broadview North,428.0,Entire home/apt,Entire home,8,3.0,5.0,2 baths,4,119,21,4.81,f,f,STR-2305-GQZDVT,1,0.14,428.0,6.059123195581797,6.059123195581797
892352,4448135,43.6473577,-79.398158,Waterfront Communities-The Island,411.0,Entire home/apt,Entire loft,4,2.0,2.0,1 bath,4,190,358,4.91,f,t,STR-2204-HPGPHK,1,2.42,411.0,6.018593214496234,6.018593214496234
921532,4954899,43.67702,-79.322,Greenwood-Coxwell,60.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,1,259,224,4.84,f,t,STR-2205-GKHVHF,4,4.29,60.0,4.0943445622221,4.0943445622221
923427,4966594,43.66064,-79.40855,University,81.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,5,133,82,4.84,f,t,STR-2301-FQVBHQ,2,0.53,81.0,4.394449154672439,4.394449154672439
950053,5153529,43.65794,-79.35755,Regent Park,116.0,Entire home/apt,Entire loft,2,2.0,1.0,1 bath,365,365,9,5.0,f,t,Unknown,2,0.06,116.0,4.7535901911063645,4.7535901911063645
954935,5186386,43.66451,-79.33498,South Riverdale,70.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,30,226,37,4.78,f,t,Unknown,1,0.24,70.0,4.248495242049359,4.248495242049359
955073,4477219,43.655,-79.3796,Church-Yonge Corridor,60.0,Entire home/apt,Entire condo,2,2.0,1.0,1 bath,28,0,11,4.55,f,t,Unknown,4,0.11,60.0,4.0943445622221,4.0943445622221
955446,3272927,43.64498,-79.39056,Waterfront Communities-The Island,80.0,Entire home/apt,Entire condo,4,1.0,2.0,1 bath,28,51,76,4.68,f,t,Unknown,1,0.5,80.0,4.382026634673881,4.382026634673881
959676,5214021,43.66498164122852,-79.37962975844592,Church-Yonge Corridor,110.0,Entire home/apt,Entire rental unit,1,1.0,2.0,1 bath,28,344,40,4.82,f,t,Unknown,1,0.27,110.0,4.700480365792417,4.700480365792417
985003,2396097,43.66517,-79.34037,South Riverdale,114.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,28,338,118,4.77,f,t,STR-2012-HQZBHK,1,0.78,114.0,4.736198448394496,4.736198448394496
990322,377962,43.68363,-79.42522,Humewood-Cedarvale,115.0,Entire home/apt,Entire guesthouse,2,1.0,2.0,1 bath,28,315,38,4.58,f,f,Unknown,6,0.28,115.0,4.74493212836325,4.74493212836325
995337,358731,43.64674399166913,-79.40573933747457,Niagara,298.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,1,130,24,4.92,f,t,STR-2503-GLHPPT,1,0.16,298.0,5.697093486505405,5.697093486505405
1001438,3131000,43.64822,-79.40732,Trinity-Bellwoods,61.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,30,52,175,4.96,f,t,Unknown,1,1.15,61.0,4.110873864173311,4.110873864173311
1009656,5554523,43.66712,-79.43177,Dovercourt-Wallace Emerson-Junction,152.0,Entire home/apt,Entire guest suite,1,1.0,1.0,1 bath,28,165,169,4.66,f,f,Unknown,1,1.11,152.0,5.0238805208462765,5.0238805208462765
1022764,5630548,43.70878,-79.38229,Mount Pleasant East,456.0,Entire home/apt,Entire home,7,3.0,3.0,2 baths,28,365,13,4.85,f,f,Unknown,1,0.09,456.0,6.1224928095143865,6.1224928095143865
1030061,1984757,43.64451,-79.39205,Waterfront Communities-The Island,90.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,80,191,30,4.87,f,f,Unknown,1,0.27,90.0,4.499809670330265,4.499809670330265
1033151,377846,43.6809,-79.30485,East End-Danforth,58.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,284,56,4.67,f,t,Unknown,20,0.37,58.0,4.060443010546419,4.060443010546419
1033162,2175675,43.64285,-79.38026,Waterfront Communities-The Island,114.0,Entire home/apt,Entire condo,2,1.0,2.0,1 bath,28,365,7,4.43,f,f,Unknown,3,0.07,114.0,4.736198448394496,4.736198448394496
1035588,5700231,43.65431,-79.3826,Bay Street Corridor,211.0,Entire home/apt,Entire condo,4,3.0,1.0,2 baths,28,365,0,4.89,f,t,Unknown,13,0.87,211.0,5.351858133476067,5.351858133476067
1036076,4468895,43.76633,-79.40424,Willowdale East,77.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,238,47,4.72,f,f,Unknown,1,0.35,77.0,4.343805421853684,4.343805421853684
1053838,2741400,43.65638,-79.41567,Palmerston-Little Italy,80.0,Private room,Private room in home,2,1.0,1.0,2 shared baths,31,365,153,4.76,t,f,Unknown,1,1.01,80.0,4.382026634673881,4.382026634673881
1057144,265033,43.65883,-79.43081,Dufferin Grove,215.0,Entire home/apt,Entire home,4,2.0,2.0,2 baths,28,346,6,4.83,f,f,Unknown,1,0.04,215.0,5.3706380281276624,5.3706380281276624
1066718,5867364,43.64535,-79.40446,Niagara,158.0,Private room,Private room in guest suite,2,1.0,1.0,1 private bath,2,266,751,4.9,f,t,STR-2010-FVKRPD,1,4.92,158.0,5.062595033026967,5.062595033026967
1080121,672978,43.64159,-79.38115,Waterfront Communities-The Island,227.0,Entire home/apt,Entire condo,4,1.0,2.0,1 bath,90,365,516,4.64,f,f,Unknown,2,3.44,227.0,5.424950017481403,5.424950017481403
1092407,377846,43.68185,-79.30506,East End-Danforth,68.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,28,284,37,4.76,f,t,Unknown,20,0.25,68.0,4.219507705176107,4.219507705176107
1110760,377846,43.68239,-79.30521,East End-Danforth,91.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,346,40,4.65,f,t,Unknown,20,0.26,91.0,4.51085950651685,4.51085950651685
1145641,4966594,43.65964,-79.40834,University,76.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,5,134,81,4.84,f,t,STR-2301-FQVBHQ,2,0.54,76.0,4.330733340286331,4.330733340286331
1150719,6306986,43.65767,-79.3486,South Riverdale,116.0,Entire home/apt,Entire guest suite,4,1.0,2.0,1 bath,3,230,135,4.65,f,t,STR-2208-JGTVHM,1,0.89,116.0,4.7535901911063645,4.7535901911063645
1153863,6323589,43.62193938206074,-79.48603603182335,Mimico (includes Humber Bay Shores),105.0,Private room,Private room in townhouse,2,1.0,1.0,1.5 baths,3,315,27,5.0,f,t,STR-2304-GPWPHT,1,0.98,105.0,4.653960350157523,4.653960350157523
1161630,6351139,43.66649,-79.43523,Dovercourt-Wallace Emerson-Junction,91.0,Entire home/apt,Entire guest suite,3,1.0,1.0,1 bath,28,113,4,5.0,f,t,Unknown,3,0.28,91.0,4.51085950651685,4.51085950651685
1161888,1478241,43.63899,-79.42086,South Parkdale,141.0,Entire home/apt,Entire loft,3,1.0,1.0,1 bath,3,40,127,4.76,f,t,STR-2204-FMSHHC,1,0.92,141.0,4.948759890378168,4.948759890378168
1162480,6255603,43.65695,-79.35854,Regent Park,137.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,29,346,52,4.77,f,f,Unknown,1,0.39,137.0,4.919980925828125,4.919980925828125
1170889,6410636,43.656436988517946,-79.42472658751296,Palmerston-Little Italy,113.0,Private room,Private room in rental unit,1,1.0,1.0,1 private bath,30,365,27,4.93,f,f,Unknown,1,0.18,113.0,4.727387818712341,4.727387818712341
1173944,1410677,43.64685,-79.42571,Little Portugal,200.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,28,362,28,4.86,f,t,Unknown,2,0.19,200.0,5.298317366548036,5.298317366548036
1174893,173823,43.6376,-79.53548,Islington-City Centre West,150.0,Entire home/apt,Entire condo,2,2.0,2.0,2 baths,90,150,5,4.8,f,f,Unknown,1,0.04,150.0,5.0106352940962555,5.0106352940962555
1194984,6530148,43.644,-79.4427,Roncesvalles,59.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,88,22,4.27,f,f,Unknown,1,0.15,59.0,4.07753744390572,4.07753744390572
1196880,6539250,43.64175,-79.41108,Niagara,115.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,90,229,12,4.92,f,f,Unknown,1,0.1,115.0,4.74493212836325,4.74493212836325
1202446,2929374,43.64482,-79.39416,Waterfront Communities-The Island,229.0,Private room,Private room in home,6,3.0,4.0,1 private bath,1,123,144,4.67,f,t,STR-2012-HTGBHL,4,0.95,229.0,5.43372200355424,5.43372200355424
1214297,3604846,43.65305,-79.45495,High Park-Swansea,145.0,Entire home/apt,Entire home,4,2.0,3.0,1 bath,30,365,19,4.61,f,f,Unknown,5,0.13,145.0,4.976733742420574,4.976733742420574
1221275,785826,43.64184,-79.38173,Waterfront Communities-The Island,219.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,28,117,9,4.78,f,f,Unknown,45,0.06,219.0,5.389071729816501,5.389071729816501
1221280,6662193,43.65014,-79.38669,Bay Street Corridor,127.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,30,365,14,4.86,f,t,Unknown,1,0.09,127.0,4.844187086458591,4.844187086458591
1223097,6671740,43.6695,-79.40656,Annex,97.0,Entire home/apt,Entire rental unit,4,1.0,4.0,1 bath,28,35,136,4.68,f,t,Unknown,1,1.0,97.0,4.574710978503383,4.574710978503383
1242683,6773217,43.64888,-79.43597,Little Portugal,293.0,Entire home/apt,Entire home,5,3.0,4.0,1.5 baths,7,53,39,4.9,f,f,STR-2012-HZHDVM,1,0.31,293.0,5.680172609017068,5.680172609017068
1269925,6911938,43.75524,-79.33521,Parkwoods-Donalda,585.0,Entire home/apt,Entire home,8,3.0,3.0,3 baths,4,307,93,4.89,f,t,STR-2103-FWRXVD,1,0.67,585.0,6.371611847231857,6.371611847231857
1270535,6744529,43.68017567537002,-79.36094929383505,Playter Estates-Danforth,75.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,30,179,21,4.9,f,f,Unknown,1,0.17,75.0,4.31748811353631,4.31748811353631
1301718,377846,43.68516,-79.29243,East End-Danforth,139.0,Entire home/apt,Entire rental unit,6,3.0,3.0,1 bath,28,284,26,4.54,f,t,Unknown,20,0.19,139.0,4.9344739331306915,4.9344739331306915
1321398,7173548,43.67238,-79.28448,The Beaches,105.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,1,287,171,4.87,f,t,STR-2308-FXJVHR,2,1.24,105.0,4.653960350157523,4.653960350157523
1326015,2499198,43.66441,-79.45084,Dovercourt-Wallace Emerson-Junction,163.0,Entire home/apt,Entire home,6,3.0,3.0,1.5 baths,28,315,22,4.82,f,f,Unknown,1,0.15,163.0,5.093750200806762,5.093750200806762
1335133,613837,43.69489,-79.33345,Old East York,246.0,Entire home/apt,Entire home,5,3.0,3.0,2.5 baths,4,104,30,5.0,f,t,STR-2101-GPBKVG,1,0.2,246.0,5.5053315359323625,5.5053315359323625
1348067,377846,43.68358,-79.30637,East End-Danforth,75.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,256,24,4.88,f,t,Unknown,20,0.16,75.0,4.31748811353631,4.31748811353631
1365638,7412574,43.62233,-79.48785,Mimico (includes Humber Bay Shores),90.0,Private room,Private room in condo,2,1.0,1.0,2 baths,28,179,43,4.74,f,f,STR-2208-FRFPHC,1,0.32,90.0,4.499809670330265,4.499809670330265
1369701,7428349,43.67535,-79.45502,Corso Italia-Davenport,132.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,88,21,4.86,f,f,Unknown,1,0.14,132.0,4.882801922586371,4.882801922586371
1370412,1102328,43.65499797475493,-79.44582592051381,Dufferin Grove,105.0,Entire home/apt,Entire rental unit,1,1.0,1.0,1 bath,30,128,13,4.69,f,t,STR-2306-GXMDVV,2,0.12,105.0,4.653960350157523,4.653960350157523
1455503,4332338,43.64109,-79.40308,Niagara,201.0,Entire home/apt,Entire loft,3,1.0,1.0,1 bath,30,90,9,4.44,f,f,Unknown,1,0.07,201.0,5.303304908059076,5.303304908059076
1456369,6153361,43.79099,-79.27216,Agincourt South-Malvern West,72.0,Entire home/apt,Entire guest suite,2,1.0,2.0,1 bath,28,315,19,4.79,f,f,STR-2311-HMSHHX,1,0.19,72.0,4.276666119016055,4.276666119016055
1462084,1397143,43.65126130624478,-79.37261051991638,Church-Yonge Corridor,101.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,77,104,4.85,f,t,Unknown,1,0.7,101.0,4.61512051684126,4.61512051684126
1477940,1200367,43.66712,-79.45213,Dovercourt-Wallace Emerson-Junction,125.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,28,364,52,4.69,f,t,Unknown,4,0.36,125.0,4.8283137373023015,4.8283137373023015
1486931,174616,43.63894,-79.42223,South Parkdale,200.0,Entire home/apt,Entire loft,3,2.0,2.0,1 bath,2,193,254,4.9,f,t,STR-2012-JDGBHM,1,1.71,200.0,5.298317366548036,5.298317366548036
1510402,4297691,43.6616,-79.43599,Dovercourt-Wallace Emerson-Junction,75.0,Private room,Private room in home,1,1.0,1.0,1.5 shared baths,3,55,447,4.78,f,t,STR-2204-GFYHHF,3,3.0,75.0,4.31748811353631,4.31748811353631
1546244,4991306,43.65608,-79.40949,Trinity-Bellwoods,133.0,Private room,Private room in home,2,1.0,1.0,1 private bath,3,301,236,4.97,f,t,STR-2009-JDCKPM,1,2.37,133.0,4.890349128221754,4.890349128221754
