id,graph_c_louvain_community
1150189627769443152,11
1150267432873237014,11
1150291456979687336,11
1150319273397031978,1
1150333654940374786,3
1150693267289299011,11
1150845682266163615,0
1150854770775661205,11
1150861082232488662,0
1150865719093868679,0
1150872527273023628,0
1150923866546620533,12
1150943592534358829,15
1150944174463034673,11
1150964431586783354,7
1151013113016452234,1
1151065267011322552,6
1151308681650708856,11
1151390562300887981,12
1151405007230605901,1
1151416786627543561,0
1151436402111205616,11
1151466545380850239,11
1151511989545952902,11
1151541963070752914,7
1151621466746906381,11
1151632418804867316,0
1151655297087092626,0
1151677673478959585,0
1151685788172407884,11
1151687429077282074,1
1151754863682738208,12
1151780922543932971,14
1151782230675955916,11
1152081386776059523,14
1152108349903995801,9
1152112363179981588,11
1152172913517052506,11
1152240971154745369,0
1152276660259338888,11
1152326405442085147,0
1152346811323775127,11
1152363160117183963,9
1152542597244758670,5
1152856347406362894,12
1152910528851988811,13
1152978912369601421,11
1153074062064504206,11
1153116841692249069,12
1153191922256260596,7
1153193012269321068,11
1153198242177298648,11
1153201317549282222,11
1153433475746320692,1
1153547201781086736,11
1153572894414114203,15
1153585314718024756,15
1153586391528760244,11
1153680688551829029,11
1153730493551046452,1
1153759185636824369,7
1153833174294322577,15
1153866497661126334,15
1153870360458977982,1
1153918024751641533,11
1153948884415095021,15
1154258397473429196,3
1154277248971257478,13
1154320787585036845,11
1154337658173772236,0
1154370846642017767,12
1154466732082761726,11
1154470865367911136,1
1154533737884653792,11
1154960107597051222,12
1154963951288543329,11
1154978818990047149,0
1154981678846249796,11
1154982580966684854,14
1155393382136270411,9
1155652143290507317,0
1155737016539493232,15
1155811114625882846,2
1155811962954216294,11
1155917255667225150,5
1155979872064942905,2
1155981430559343737,0
1156016475132275022,11
1156082927306695668,12
1156083123345336269,11
1156156816992232320,15
1156162202266196974,14
1156177798329239047,11
1156472829963488173,11
1156507340596721864,12
1156697249835941625,7
1156703975993320959,6
1156717630601244517,11
1156757443223237814,5
1156770374699714518,1
1156782082871299176,11
1157076802145783085,11
1157086362925169656,1
1157198726315786084,10
1157292946801831864,1
1157296389937476182,2
1157342641496379322,0
1157344080088954925,3
1157486878801092126,11
1157504595707333311,11
1157532917244965755,0
1157547559909988391,0
1157570893634884910,1
1157582863236740679,13
1157594025686911988,13
1157603909548232953,15
1157906780887290080,10
1157961416083333656,11
1158040007429748001,11
1158047933349527140,11
1158143053957855527,0
1158557232452162537,5
1158622770457404013,11
1158651504811215283,0
1158653055988824125,0
1158668222279001059,11
1158727267962948238,3
1158755951406756557,10
1158856499943037264,11
1158865004864084222,11
1158894551061507163,12
1158917562703846584,9
1158966444693970911,12
1158966669131744599,14
1158987488312288085,0
1159008608270760979,5
1159026598691214108,7
1159268940384009496,11
1159428929776322819,11
1159522931440153872,11
1159691865832000716,13
1160108971889935336,5
1160163273506508406,13
1160223154012920171,5
1160312185371049155,0
1160343904644805817,3
1160361118568231138,11
1160386647291079503,15
1160437036033280101,11
1160509406216529839,13
1160527675975573867,11
1160565955341717450,14
1160789800239402264,11
1160820928789510766,11
1160844104461823752,7
1161035620486107377,11
1161053599712414179,1
1161061566181186949,11
1161159807977516737,11
1161202399040484622,15
1161510027806984670,11
1161514001833358857,14
1161522864236608904,0
1161572148563600145,4
1161629799255243846,11
1161647439500831146,0
1161651466654050139,11
1161663007961597448,11
1161667346867830680,11
1161679148946909768,11
1161710906870441963,12
1161711901289101263,11
1161718473992233520,1
1161731661441346256,11
1161795415433664221,1
1161813625453255012,14
1161848475829531557,12
1161872652459209780,11
1161881886567166953,15
1162131926967478679,13
1162221430501081287,3
1162245920009254999,13
1162302036758648362,0
1162453342347498191,9
1162518999126438431,11
1162565088397496912,13
1162582276491118071,11
1162620934833414932,11
1163097621422980349,11
1163273653870198198,11
1163323012372292687,1
1163423146258660401,11
1163688765381058791,11
1163721835397192144,12
1163766416319579882,0
1163777136411314682,15
1163847291065621244,11
1163871745712961434,5
1164046176873853469,11
1164055256548570985,1
1164142770965902181,14
1164454789278966220,11
1164525760475714096,11
1164574910482192202,9
1164699152419223248,7
1164734157677839620,11
1165099303114665181,0
1165200633348973687,11
1165208735092866991,11
1165213343851009160,11
1165219587503056590,11
1165222952396347402,11
1165227966744059880,11
1165235461032991842,7
1165350154466603246,11
1165400050854224052,15
1165503774555658913,11
1165555554454057687,3
1165597568109423344,1
1165630883644677153,1
1165639112707805706,1
1165642765578998034,1
1165859014153217726,11
1165919485507097253,11
1166020897701714024,11
1166112285818770175,12
1166138218787478505,11
1166217995244606155,1
1166218787463025178,5
1166268688869814359,11
1166275764756057755,11
1166283096120226690,11
1166624937528255852,3
1166663706495315524,1
1166748126913313016,15
1166823154890865661,1
1166823781826406962,11
1166839106090666624,11
1166875725536337466,11
1166971718975265289,12
1167320203237224377,5
1167390170277988825,7
1167527525331364314,1
1167669108069730036,12
1168015763947571599,11
1168066475211015434,3
1168123723935331649,11
1168143353562064900,11
1168149063882928621,11
1168162741954024014,0
1168202630561049321,11
1168214815487746970,1
1168225780454312184,11
1168230649575620374,11
1168237677372696866,0
1168295175480533153,11
1168369295886512663,3
1168369615317173222,11
1168421784499941911,1
1168446906496575032,11
1168794279360396098,11
1168832066905096794,11
1168880123674588691,9
1168958081146724486,11
1168986402677285230,11
1169089649066201805,11
1169414583116797493,12
1169504956483321840,15
1169557846232522887,10
1169578722277112959,3
1169599997928707663,11
1169622508140861583,3
1169685227861462465,11
1169692187139168973,11
1169781812757430133,11
1169870982579879613,11
1169909766995431777,6
1170078849243345914,11
1170096019229392846,11
1170321714581215640,0
1170343126085020417,10
1170351269647346909,13
1170358625424154446,1
1170393634859337101,15
1170450189449114949,7
1170598832238132843,13
1170625480793187432,10
1170925878621670489,11
1170947375975100877,14
1171037356270175244,4
1171039543636693178,5
1171115543136387426,3
1171184966930741805,3
1171215095096831210,1
1171312353745731302,11
1171660007885633701,10
1171674130673669310,5
1171688325194115951,9
1171759436205073965,11
1171765917945939462,3
1171864913907951001,3
1171999783589721285,13
1172040074969227433,11
1172056696364491062,9
1172087732975007289,14
1172114020253499331,14
1172411089394221204,9
1172458469120507669,7
1172470258182872624,11
1172500029685091636,7
1172525039303527072,11
1172686145728952335,0
1172728285643305354,4
1172809478921356016,11
1172999707776686594,5
1173135747885830792,11
1173184460728353582,11
1173209158151909197,3
1173211621619514111,11
1173232550093414185,11
1173359193282241220,6
1173415191227759313,9
1173473715383404364,7
1173480449502062237,3
1173513165976282884,10
1173524480332912140,11
1173803080745104555,3
1173892941703929026,0
1173956831757476806,12
1173969454141317728,11
1173972821470732684,15
1174013824027025552,5
1174019499793388446,0
1174066444953719978,11
1174078146154781417,10
1174087137954028267,9
1174091108829679151,10
1174147850162027372,11
1174193128232549878,11
1174194612233100154,7
1174269259671652265,3
1174784730633609888,11
1174801444062405212,11
1174928555440725447,11
1174956074805382992,1
1175228054427992089,14
1175312898098326406,10
1175318165968964032,9
1175388787778815708,11
1175770046119606780,5
1175813734620192255,15
1176012612463753934,12
1176115087085504003,7
1176136153634182360,15
1176315372060023368,1
1176338204874730533,3
1176369909104515230,11
1176383985479033418,11
1176412924909881362,7
1176438966127126768,10
1176455126467915695,10
1176458772969832337,1
1176747290902165758,6
1176823698551880925,1
1176839127520070478,1
1176906110366569499,15
1176924832903716570,3
1176934168687508166,5
1176997004843827509,11
1177128628914815684,11
1177137149912329510,2
1177138408503410471,11
1177181506674235284,11
1177429914868452044,4
1177483450536565097,15
1177628763029586346,11
1177683210332394256,0
1177694193200103283,3
1177699911563971601,13
1178155399501708203,11
1178290630198381703,11
1178298338199524144,0
1178340062528391601,11
1178350000370175125,11
1178351907170495014,11
1178352944759596945,11
1178417433631663608,10
1178418958501699751,14
1178431704829978847,11
1178466307508412736,13
1178490414429365292,5
1178563140388895628,4
1178564180962374053,4
1178567256943106344,2
1178757711278074266,1
1178854794798274234,15
1178898969819772896,10
1178907164787072148,0
1179019079164744302,7
1179043283374244882,1
1179061454259534540,3
1179067278851890636,7
1179074789199546484,11
1179130582075491531,11
1179183949549723106,11
1179273331269391286,0
1179293268139390701,6
1179585978157987773,5
1179701694851942400,11
1179729681116386673,9
1179965658148590806,11
1180025035296985020,11
1180315467192302901,11
1180552457490928526,11
1180625073816993374,11
1180672723651058120,0
1180703295864768109,3
1180714428968450656,1
1181168840249662049,3
1181223367740729000,3
1181233954918712546,11
1181244823740857040,6
1181256738936266829,11
1181373647176829175,11
1181457951075609747,5
1181488201638577218,2
1181742343534061322,0
1181814767511237057,11
1181875393736890405,0
1181946336054818614,3
1181993019910163322,1
1182003049558635867,12
1182042590109233310,3
1182051905911099583,13
1182066331569904748,13
1182102775806740428,7
1182158995740045772,9
1182191873374548152,0
1182193338930567730,11
1182263141714380757,0
1182309162368799364,11
1182564490916147129,5
1182569642729961981,3
1182639950941702337,11
1182676545692783486,14
1182725381840662400,13
1182729295024394895,13
1182776398230863394,15
1182829806891194090,11
1182859429054920842,0
1182868299730763989,0
1183265797677967239,15
1183335258626131879,1
1183372265700307216,7
1183410592050513840,1
1183447088305415129,11
1183581092842285496,0
1183594448467953359,0
1183934025288741395,1
1184047516000178277,0
1184099293550440625,11
1184131040499887008,6
1184144344378838319,11
1184298174002283595,11
1184651981868742368,11
1184677648193670595,7
1184741918556008033,15
1184847561733058609,15
1184867545654230988,5
1184926395345987992,11
1185314144116514061,11
1185334163065673155,13
1185438659135819384,2
1185518211238327240,11
1185534037952712326,11
1185539515505455859,11
1185631216873662900,11
1185683764189162970,1
1185710881915905047,11
1186130559438738582,11
1186163881988107796,3
1186196837547298531,11
1186198194706421433,5
1186255284884302253,12
1186270151067985165,11
1186293956926472892,3
1186344103031476228,11
1186355491331314832,0
1186393857933183372,11
1186439976456785993,5
1186516433796315193,1
1186525926297768609,5
1186536104937510491,11
1186606122562515543,11
1186793104024536983,3
1186951608531724363,7
1187054537105838198,9
1187070288446870396,0
1187210717009567061,11
1187460288687741954,3
1187535634567056887,11
1187602150053889477,0
1187670806760489976,11
1187708106283145423,11
1187717104482069601,11
1187742336555482913,11
1187753444585946846,6
1187811730245126491,11
1187832276387475511,4
1187950758398241235,11
1187985479977934587,11
1188006199551641768,12
1188059284939611556,9
1188338754437484573,1
1188435971121344288,11
1188445387023441357,14
1188675779616367087,7
1188685933668619068,3
1188701240571115346,12
1188711350841421669,12
1188759951686938625,9
1188789582599501277,3
1189093976527147504,14
1189138070429590428,15
1189138086796637197,15
1189162022127420897,15
1189164918186416697,15
1189167584154056252,13
1189183198240158787,3
1189196604732446398,0
1189303824708864138,3
1189316056070528121,11
1189364946745702549,11
1189366773044217049,11
1189437979137114730,4
1189500579320759633,11
1189785053684067284,7
1189915364623795662,12
1189916639447143371,3
1189937552130776074,15
1190063747689102343,0
1190147345318848686,11
1190630539976835660,14
1190783411157771679,11
1190808905912046640,7
1190897948670792325,2
1190983030725812321,11
1191245735967161551,11
1191333008363526237,2
1191338976484923797,11
1191367495524076276,12
1191385697877034232,11
1191447438346729101,11
1191469671182542346,11
1191476143884969538,11
1191480093660369806,7
1191482559526966285,11
1191503978070862583,15
1191582036261106967,5
1191600883606242201,11
1191611277545116018,11
1191635852360211123,14
1191964225506373587,6
1191993261431084275,5
1192016992221423945,14
1192041636788404324,11
1192042581476652580,14
1192066810211510366,14
1192161911924396897,11
1192187234577567989,15
1192197316416370163,12
1192209298290740330,11
1192209356097420873,8
1192262930126062528,14
1192323409857187615,14
1192393644926520424,12
1192410887779977964,11
1192681161407734391,12
1192756100993760150,11
1192759191890512421,0
1192784791944036000,0
1192811362247725650,11
1192821494548663985,1
1192858200605840342,3
1192885685412929241,11
1192956331229430886,10
1192958119808719363,5
1192980599269086711,11
1192982605159409272,11
1193436333463560628,11
1193615676894821919,11
1193646562349514877,9
1193685032914193602,11
1193713748972978961,15
1193799658862336342,11
1194190594542857633,11
1194272491070461642,12
1194337345252052601,3
1194352719862030561,11
1194372439394959004,15
1194412792229479752,11
1194424542288781903,0
1194498086713605397,11
1194878864036141854,11
1194902187172437031,15
1194949247112790293,0
1195007352133389426,7
1195017227399118187,7
1195036668749717838,11
1195076446937202160,7
1195108296220890964,15
1195189677802384037,14
1195228768782361825,5
1195302125030956041,11
1195614797817488656,11
1195687717277028797,0
1195704332634919860,1
1195710874851907333,11
1195752507599118041,11
1195833114789740335,11
1195972445144787014,11
1196255340695623513,0
1196285914682488118,11
1196315038824672861,3
1196338593835657780,0
1196343878689127386,11
1196396112719620497,11
1196441405446113963,11
1196560527269280370,11
1196609791984089547,11
1196625105358143967,5
1196709012325538558,5
1197145221382372598,0
1197254138569023755,3
1197370117282027591,14
1197684608859983100,15
1197824300333528786,6
1197867161123229487,11
1197869816155385568,12
1197877340084355295,5
1197927166710923194,11
1198037033069078959,12
1198039189628105988,11
1198063886462312743,9
1198079907416144610,11
1198120041223780962,14
1198158850004183988,11
1198405829204975424,11
1198462562393357085,9
1198513121967894503,11
1198676790869588091,11
1198684328585093136,1
1198712189618116735,3
1198718643495078316,11
1198726171807769080,11
1198731603538410444,5
1198806547450361442,12
1198939659674032409,11
1199263817712447493,15
1199295288755747609,11
1199320254275953190,11
1199440851359336808,5
1199523041767132217,11
1199914710348937709,4
1200002792813917253,11
1200065436693484358,11
1200661883164684898,15
1200894474339634528,15
1200925719383945152,15
1200986452678215940,3
1201011288526438912,11
1201075854521086232,15
1201378677140965891,7
1201489519987618612,10
1201514717257720154,15
1201528185126876431,3
1201601532589302127,8
1201603810006366615,13
1201621141161879997,9
1201642212757632218,5
1201657215413851990,13
1201784995613826669,0
1202186406139751839,11
1202343968313497401,0
1202347069952716216,13
1202351451518227616,13
1202384236669008416,0
1202415840930735688,11
1202528607845323306,0
1202731343913114250,7
1202943961468905056,11
1202979295155433505,11
1203060032272880129,7
1203089484691786204,0
1203130440993804673,1
1203134879453952941,11
1203152640181792589,11
1203200383439460734,11
1203278505917890183,11
1203422938920461635,5
1203627015679484983,4
1203660915004683359,11
1203670718460045488,11
1203679930313596308,0
1203690409118441371,15
1203693777156678856,11
1203709839608802609,0
1203728534407562546,13
1203741296071486562,0
1203817787209208280,11
1203845206938030132,7
1203883613065709448,11
1203897824961496970,11
1203909532032650286,13
1203935827906443442,11
1204377100241777819,0
1204400201338602721,13
1204401087651257329,13
1204401704470193463,13
1204403017719976690,13
1204404667910089180,13
1204451744572665836,1
1204469735308280451,13
1204471048739847763,13
1204471708729158878,13
1204474268490916418,13
1204475888309298562,13
1204663376369820063,5
1204687222920994194,11
1205032574331255870,7
1205040990199189275,11
1205104727401988338,11
1205110418044991800,11
1205114153752875247,11
1205122336320531396,11
1205134553919211927,15
1205178374812736003,11
1205326259074402997,0
1205409971430957257,11
1205430121373754148,0
1205643139399575493,1
1205766051093210639,7
1205896123155781038,13
1205897195884397495,13
1206054528444501878,13
1206055747770784390,13
1206057327528791328,13
1206059002515681622,13
1206060724549375930,13
1206062307898715296,13
1206062864237992585,13
1206063601596201515,13
1206064624768161042,13
1206100178813152494,11
1206450306094937959,3
1206499261547679643,13
1206560216373435961,12
1206588856072441302,0
1206674335621080836,3
1206762800274943676,3
1206780987507657374,11
1206810987774009162,11
1206811834977431307,6
1206877916794435907,11
1206922105718078565,11
1206937371596268975,3
1206984058723027994,11
1207121869748253696,11
1207179619469690836,11
1207180293032434530,11
1207196273215907869,0
1207231665183355700,1
1207285492735800086,5
1207300498882048176,0
1207349954607671719,0
1207382970979069739,14
1207410597119599200,11
1207441455734691501,13
1207511570737338734,9
1207528369326082175,11
1207908006831252948,0
1207919870826913983,11
1207940005780813236,11
1208219298129743627,13
1208230295288556518,3
1208293996817954935,6
1208599807814612659,11
1208652945411718879,11
1208667240116579566,12
1208685319341692557,11
1208729253733578985,12
1208833072756089474,11
1209382678170703292,7
1209400713991867332,11
1209498882516078568,15
1209584168159385222,6
1209681323918834461,14
1210261391382779053,3
1210315318015429447,12
1210358369865834094,11
1210415905081620882,6
1210471192988983505,1
1210706251953035501,11
1210787566846202135,12
1210795544933326477,11
1210801958115878208,11
1210831260899834301,0
1210857195091655203,0
1210861052281199546,11
1211005222073975269,10
1211005374674011887,11
1211151493220018274,1
1211187236984808259,7
1211226065134865574,6
1211254612759456351,11
1211338428010658265,5
1211505500576452817,11
1211509558571758310,11
1211599470512620399,12
1211615875719670705,12
1211669140341500498,9
1211749342700739858,11
1211757625399156951,10
1211796834683949899,11
1211865692445070943,11
1211869518569580964,0
1211908974633208576,3
1211935130596427883,3
1212276438244860221,4
1212289423676903097,11
1212310635454500383,5
1212314992800927974,11
1212369751231546474,11
1212419254414794045,11
1212439956785421162,11
1212479223999107007,11
1212491497304907106,5
1212531273822661660,1
1212566694861308579,11
1212607554660744674,5
1212640816513851895,0
1212846102214564684,9
1213004024254301790,11
1213107571338158665,3
1213111626094966638,3
1213193310184253333,11
1213268444753478585,4
1213347210803463767,0
1213357183780951668,11
1213369036934640545,1
1213383678906568556,11
1213427176323994769,3
1213655678269139418,11
1213760099049548615,0
1213802959842584541,3
1213821374270126677,14
1213858428983441195,11
1213882038696165712,11
1213988639366137667,12
1213999849074338568,11
1214036185879955551,11
1214058218129351456,11
1214059177935497081,0
1214064186014937132,0
1214072157535986256,11
1214080146035922903,11
1214084639832816913,11
1214095215053143127,11
1214106672676249145,11
1214112676565995887,11
1214163181130228084,2
1214496779191092781,6
1214667305075405729,0
1214670433860814446,5
1214817751277514093,11
1214827338574920116,0
1214909665037342874,15
1215054011399086237,11
1215244262712189913,7
1215527975546319847,5
1215752575626537970,12
1215836205896668125,7
1215935590044666227,5
1216090086924303063,11
1216094246943535707,15
1216139754817731239,11
1216199181095041825,11
1216304892232153142,13
1216672481078728193,6
1216678495874211707,0
1216766210423356451,15
1216774310433586117,15
1216844121248225269,6
1216853145552504131,11
1216867037461761899,13
1216871428045005176,13
1217022810981779850,2
1217028811504878214,13
1217320633409841169,14
1217341670500339051,0
1217370181032437724,11
1217420130301763390,11
1217520683295634595,13
1217547345096619870,3
1217619269510406359,13
1218077143870658511,9
1218142736181488733,11
1218194745529897507,12
1218230138783360796,12
1218314577237341468,11
1218340625153469137,5
1218482428524705770,11
1218774841556422513,11
1218819955806487004,0
1218820053790007619,0
1218825776195559656,11
1218868700372219731,13
1218954469612538947,0
1219016137544585268,11
1219085964534888107,0
1219119733999933545,1
1219124482921199384,12
1219159924347450673,12
1219167786842826420,13
1219197430666460741,12
1219424556395706270,13
1219493012252703025,14
1219556649344202624,11
1220240038060258585,11
1220270012033520791,12
1220341527012370473,11
1220354547516807995,11
1220363343556399520,14
1220480102591067058,10
1220537503055625184,11
1220554055869542777,11
1220788944633854101,0
1220952217750169440,12
1221177700093809874,1
1221201594118605689,11
1221313887468750092,0
1221553016617653322,11
1221605946084603765,11
1221641109627419988,11
1221665897754703748,0
1221673776728083038,10
1221692252121572431,11
1221766383521769209,11
1221796249775581861,7
1221833328021755679,5
1221873562980493649,1
1222009920683401129,11
1222063416025004342,13
1222077488517524463,5
1222108929307381108,11
1222114599321074712,11
1222254445982033477,0
1222420598882764625,11
1222458444885798546,2
1222464795280005078,11
1222498039263712366,11
1222500704663555110,11
1222674061320721525,11
1222793005818007635,1
1222829861932240773,11
1223229623420381056,14
1223270137139123790,11
1223290542317764165,11
1223330027337752709,0
1223346171763412964,11
1223389589700183104,1
1223423292385070346,14
1223535867314409605,11
1223551950059699164,11
1223818390906771115,10
1223824023514081235,10
1223859831406250536,11
1223880163466424416,11
1223908428855973477,1
1223951501224621987,3
1224050727695908447,11
1224203808910029147,11
1224513240003477827,0
1224552578388925946,7
1224647633951264321,6
1224648481196917362,11
1224672945328547248,6
1224689420741513985,11
1224695917975309618,11
1224752836766049804,11
1224769335361327238,11
1224769760179780975,6
1224951961661074431,11
1225177072353751443,11
1225351490088593460,7
1225351673792626815,11
1225352504515638070,5
1225436130755129358,3
1225545615609462271,0
1225549473981073882,0
1225594197466514840,11
1225623145218221474,11
1226113920740762039,5
1226150680797478414,11
1226345089540000259,7
1226387908767009378,11
1226765372778535513,5
1226776367177068460,11
1226807803344304666,11
1226868348668188424,11
1227004375982202430,7
1227013570234016249,3
1227071008801044873,12
1227100584777663192,11
1227136402518054286,0
1227373401884997974,1
1227432468897900512,0
1227472761484045455,5
1227595147703584235,1
1227651959913357573,11
1227652316102895544,9
1227664990894075141,11
1227668489911995120,11
1227692538894118420,11
1227739126822732495,6
1228211211743335697,12
1228267026105455915,11
1228313235355525929,11
1228354619634011740,11
1228455936880357602,5
1228459174036664366,11
1228909093372492292,5
1228966838479547448,11
1229110557921262526,11
1229112624364054577,12
1229166392810898449,11
1229231363712320535,3
1229246145476660804,5
1229265854222905675,5
1229276390372693897,11
1229291684559627022,14
1229678382162492921,5
1229724259741719391,5
1229907369812487348,11
1230093089989030817,11
1230118904829281392,11
1230174083398067206,11
1230184100731574259,11
1230333083282559953,11
1230412500058073657,11
1230442439330579654,1
1230451282182440223,13
1230505650024564211,14
1230552685209018625,11
1230657962532809640,11
1230848870637124104,14
1231053905577001645,0
1231116543304644539,0
1231119901952400965,11
1231281076592202886,11
1231285371788733637,3
1231367358530239044,13
1231372032194808411,13
1231460564197427968,0
1231523118142338636,0
1231634298871525149,11
1231793797393237291,11
1231829812106996704,6
1231831049359918544,1
1231863044727794041,11
1231884998849003277,12
1231947135367708418,11
1231959441092877580,12
1231987882979363120,11
1232038488476303836,3
1232076506254853307,11
1232138434873595802,11
1232158109701188264,12
1232200439014313307,11
1232503654147165794,11
1232537854848846172,11
1232596540663525455,3
1232642637462265776,4
1232653839629771469,1
1232710873703622446,5
1232727839602980350,15
1232872014156116394,11
1232960421974758253,15
1232989621769431206,0
1233269427728416236,14
1233294016154245944,11
1233335851650740157,12
1233398305559941608,9
1233437498340042595,0
1233529284737772574,2
1233602505518512469,11
1233634161845475908,11
1233925914444592110,7
1233975790987180206,11
1233985990366091790,11
1234035281558639094,15
1234035942147848328,3
1234040697897827650,11
1234042847646185352,0
1234208914458151998,0
1234230261232177995,7
1234293754044364533,0
1234311571079364258,0
1234413474830122157,11
1234751072045929346,11
1234753975677558134,0
1234762970028591547,12
1234912506866208311,1
1235012325464367563,1
1235297316990041463,1
1235413596008105731,3
1235547381045342382,12
1235631624599669869,15
1235664811903598376,9
1235718325547482150,0
1235741814524672011,11
1235794182247459009,3
1235867414379774705,11
1235874819795785635,12
1236128952635006941,13
1236189354731611503,11
1236380991091696081,11
1236434899114522479,7
1236657738665544958,14
1236927102702983059,0
1236946481833030757,4
1236995126893575030,1
1237119121680613130,0
1237124723461224349,3
1237156527706454055,11
1237196588889246001,9
1237243182988359691,14
1237405931267943085,11
1237421087744548192,11
1237611136393848962,11
1237628449978041522,0
1237634959214217578,3
1237643773552123348,11
1237664887666783951,11
1237727115298167359,6
1237818148917319154,11
1237829879437609248,11
1237922595986709288,11
1237940718724672668,11
1237976475893567658,11
1238029183898488675,0
1238121635036668101,13
1238265115449300310,7
1238329568616294807,13
1238341005650010881,11
1238342972937022040,12
1238381731476165839,11
1238490520831367284,14
1238517249174117242,11
1238530502484380598,11
1238567584108080373,5
1238672849080352145,14
1238683523107351859,7
1238685467786501427,11
1238745319070602679,8
1238758626171283449,11
1238959986814904279,6
1239062991952099108,11
1239171690363699613,7
1239174306106556586,12
1239263987724828853,14
1239266156362483986,11
1239281033095100144,15
1239323529069869967,11
1239453428813031899,11
1239782656610078785,0
1239827176775648629,0
1239949122556723253,11
1240011176714571670,14
1240013821122188142,11
1240195495038115915,5
1240260037753950379,7
1240563601756964808,0
1240636584747247494,0
1240709181828739093,6
1240719959339682369,5
1240758381947319598,11
1241206489471956127,1
1241288432850950302,0
1241295636612892507,15
1241315703016074282,6
1241418490875466736,11
1241525548338715840,11
1241918796461113921,11
1241998749860651873,11
1242027885877712386,10
1242061521499724791,10
1242074632987650701,11
1242117603696555210,3
1242120707244289340,3
1242124318332179077,3
1242153453206705603,3
1242167338515934693,7
1242205329162715112,11
1242265145477373360,6
1242313745558081138,11
1242314976951417389,13
1242319215422496507,1
1242322657036072738,11
1242392166673396347,11
1242672022260905316,11
1242699051991775201,11
1242732008876783768,0
1242765139261923859,11
1242853192282034729,14
1242950359338790037,14
1242951022220187842,3
1242969532883362901,11
1242979189409984036,15
1242990890521101365,11
1243025625910402396,0
1243087248170712836,11
1243382450026312975,11
1243563549269411269,5
1243605214619027002,7
1243651814248710352,14
1243712698468100749,0
1243712804705099105,3
1243731881284203836,11
1243759402710351868,5
1244038790983880536,11
1244142354180791431,11
1244240261216250830,11
1244281949102932531,2
1244303037870887142,11
1244373685812750587,3
1244381049659802635,8
1244383039362502254,3
1244407725208308175,8
1244411580283463275,14
1244530887726756318,6
1244590140569013610,3
1244858054211517279,3
1244929750407714888,15
1244936778129349937,1
1244938037190245129,11
1244980373491758829,0
1245102058626195508,11
1245670570816182937,3
1245680993865909289,3
1245760281807524680,1
1245773245374242584,0
1245780819486003309,7
1245949309011863641,6
1246032941354240491,11
1246264290373847293,11
1246400400417748239,6
1246462613863507864,11
1246525653146226985,1
1246531637481035107,1
1246535951325090421,1
1246654379479082870,11
1246663287173569357,11
1247031745417001959,15
1247140048687822536,0
1247203009353988125,11
1247260215502319516,0
1247335454933669318,12
1247339247924325202,11
1247382814443001396,11
1247384671360854659,11
1247411868908545716,11
1247419636221083349,14
1247804866298359339,10
1247821497677376644,1
1247821730300903148,11
1247844608605371296,11
1247867868866650829,15
1247960274969251046,11
1247969750167468297,4
1248025559929457120,14
1248047592584402227,7
1248092454867205498,5
1248123614391846609,3
1248321645202582507,12
1248341264186453438,12
1248490116088609014,11
1248710211321702971,11
1248725753609350156,11
1248831462636410262,11
1248850867110304912,11
1248867187912730283,0
1248873799757857356,11
1249238707333203319,15
1249305896662393908,11
1249357371427191363,11
1249375669216463453,11
1249418348886935741,11
1249460970819948049,7
1249972735320796704,11
1249978144141145707,6
1250068223166920527,12
1250090214403616301,11
1250260374006723702,11
1250802968296608815,3
1250847656020502899,11
1250910756181109115,7
1250995422814355148,7
1251424510702060653,15
1251462343342259295,0
1251506466556049530,11
1251518445813115876,15
1251530116374831975,15
1251560625379592399,15
1251562833505235163,15
1251625687983124126,11
1251678575344231143,11
1251690611660526596,11
1251701762647627641,15
1251728981310584776,4
1252123708038969337,11
1252128530127999015,3
1252154376885059966,0
1252234075317222249,0
1252297216583644320,7
1252382747714221807,12
1252399003839565347,15
1252401808997758025,3
1252439066249344653,0
1252439982954719382,11
1252453543414385745,11
1252460540570266313,0
1252501912840021019,1
1252504057488411468,1
1252628680279594259,13
1252781521822662672,15
1252823699555714737,7
1252887089056488853,15
1252942796104889150,3
1253013956073350596,0
1253076707525684002,11
1253134815093663927,0
1253142155454444790,11
1253219287581096285,5
1253251572775284209,7
1253509564941562834,11
1253546192274954715,5
1253557497545230971,10
1253565749333062006,5
1253589200361666687,9
1253589213955405234,3
1253663019324143936,3
1253691329004326808,3
1253782865962440080,11
1253902822737608107,11
1253952384618329000,11
1253975675215572829,1
1254085237893054148,10
1254293226474798369,2
1254392214187290972,14
1254473703136172742,3
1254577593442811708,1
1254914395930604204,15
1255035347560794605,1
1255059599362132272,15
1255122350284335114,9
1255122998254400729,5
1255136453874427184,5
1255155006019603998,11
1255235229437944329,7
1255240112640482591,11
1255266310145746342,6
1255370184918852116,7
1255448656419767788,11
1255767035860331819,1
1255769670526052697,3
1255785937208841584,11
1255818360088168533,11
1255838814690620793,4
1255876076601902140,11
1255926964950808293,12
1255956264719145605,0
1255965381490100475,4
1255997152208516320,15
1256000609996871622,9
1256200020755317205,2
1256484972184701616,0
1256486107873236837,3
1256500001542586820,12
1256616643815253419,11
1256650705977393401,11
1256706017283619926,11
1256769294239561668,11
1256783300196871468,12
1256812267457141244,12
1256823694161423724,1
1257194725888989663,11
1257212035379396419,3
