id,graph_c_louvain_community
796183639036501292,1
796206475841658009,1
796216530371041674,1
796250237669063483,11
796262912344037702,11
796341343914445769,12
796604620573039985,5
796676845256128664,11
796865630938747750,11
796962083420356333,9
797116503202087186,2
797171127171914133,0
797174290592819640,11
797295672171771445,5
797595024447170437,0
797721976565177988,1
797733326177112332,11
797767637161686146,1
797791396862755695,11
797800058023709324,11
798104061463086268,12
798221037712218708,0
798375177459042019,12
798468497241193135,2
798490732188652132,9
798637834890659369,11
798997913828883517,14
799338047507944127,3
799376458830243928,1
799498826421814726,12
799564501285644061,1
800043360622451714,11
800112776579394584,9
800119538273373166,12
800184908148967907,11
800257836302296992,11
800623233564787229,0
800706062441463038,11
800767873265639910,11
800774756239516081,11
800802196910377777,0
800896208564401071,0
800902059354411715,3
800955508572857958,11
801015393031370720,10
801308925302615862,9
801484608233102807,11
801503950998962127,0
801509433628098075,1
801696235750243670,3
801768427330594470,12
801806002924755441,11
801984943545900058,11
802301996758478717,1
802731155722229275,11
802836951080812808,14
802922235652138185,3
802959342290674022,7
802974489808163814,1
803030615843930013,5
803051603171222851,11
803131185472678039,11
803188600881379368,11
803505703450562212,3
803589420372833535,11
803613885672053491,11
803626258144466022,1
803685302591649893,11
804252966225811897,5
804407236226038726,6
804457595451453955,3
804641032336046712,11
805053063477949473,11
805173994340844381,5
805237065455445588,2
805250046120133780,11
805337915742311343,1
805529526371906761,9
805717005234277458,11
805817133021992784,10
805827575047968766,1
805868239964588962,11
805916422809212279,11
805986356058274269,11
805989390807063666,11
805993375234854023,0
806094232553159318,2
806263552846701079,5
806305933879794220,11
806425732377427656,11
806589746434766850,0
806666092001521578,11
807237034514803883,13
807491841044321860,5
807551110806856949,11
808095739743814189,11
808104112300233647,11
808146079557087786,14
808160649808220701,14
808196777815404769,14
808588775539187300,11
808616709767342382,11
808686299107456383,12
809704029967994764,11
809789363052842010,11
810218190778243168,12
810295503910654336,0
810300660489485954,2
810310506035672645,0
810393685286420357,11
810718845899865054,1
810727744836597485,9
810775791069682485,0
810856715733620113,11
810863353036743722,15
810874888517812289,15
810890397002598714,6
811100738708324962,11
811383062101942161,11
811479389221871740,0
811519420404463468,3
811546569336029468,14
811588848003075462,5
811610596603354879,3
811659259978764892,12
811694121059223411,0
812141696294837559,5
812220857505660031,3
812286384933374830,0
812294359813504479,1
812334415247132435,15
812392558336415365,5
812529228675996723,5
812556510366591788,11
812957381105625856,14
813054061210249127,0
813064241286435805,5
813749673063060877,11
813764384467388643,11
813776070044144124,0
813790889824293757,7
813816444458916823,7
813928888038740568,11
814438019549166140,3
814469274926015253,0
814582649555122540,11
814696685080246118,3
815212919182709626,11
815875951534497402,11
816058591638689781,3
816203918407783302,11
816227417874512941,11
816278831946161831,3
816454285452520381,3
816555511040636410,11
816569604288348292,11
816610126864964100,6
816660659774419366,5
816671922862773792,10
816688663072423999,11
816705551869080045,3
816742513534508983,7
816755116213375392,5
816804716689568643,3
816826435352672940,11
816831750148882022,3
816849929352827413,3
816853164196273345,9
816862764477202005,5
816866993192290363,15
816877729703043890,11
816947779159473288,11
817011001242092246,11
817087015193189995,6
817123019767234690,11
817123354381708662,11
817299620400423393,5
817324235687354493,3
817332782580595384,3
817341332591535260,10
817361497491902869,0
817369651066826132,5
817380355131273289,5
817415451214230141,3
817445334762223037,5
817457665869926432,9
817482211849894783,7
817496471791320642,5
817503367889125238,9
817510015296594417,11
817546450997368245,11
817605819388578763,0
817652832601676424,1
817693888701154323,15
818134630342006430,11
818163590790518945,11
818240983062948826,5
818352220188156467,0
818400943525751795,3
818801317678480563,11
818809550890177607,3
818831211461383960,5
818864156492824158,14
818871847695958079,15
818925420346342226,3
818977464928141482,11
819013727320785276,13
819023983150877149,12
819647141811306169,0
820381354494968689,11
820435851083331430,11
820440701079107490,1
820634339531236684,11
820810240667305828,3
821003573223516344,14
821012563250736385,11
821257903330833425,11
821359349448546468,12
821664091595117090,1
821883596484042209,1
821960457847990089,11
822067492549741509,5
822364253781171375,2
822585200637586632,11
822633637328181068,11
822728149078305774,0
822733269337167006,11
823031389703389604,11
823135253422674176,1
823196644278744799,10
823241814219943392,11
823325059791074248,11
823350063232729772,11
823457887344928836,11
823855670987906735,11
823957398732859533,3
824110137647220952,9
824799768086502158,4
824881089918972987,0
824929947549713265,11
825207937533879490,11
825569750652843381,3
825965951948643974,11
826122554102754351,14
826335728753059167,15
826867995203115686,11
826927837853400868,11
826935553420879605,3
826941996499116588,11
826951076430098451,11
827032014901177744,11
827415658742273553,15
827435262896065484,7
827476204595506528,11
827484449154239225,11
827539597607135462,11
827573894899670827,0
827643753522904573,15
827662205467129124,12
827749690200159359,5
827749929037274331,0
828046281973535680,12
828046286362834854,11
828142960991157093,0
828257068262233930,12
828379419810353554,4
828509186879901260,11
828529993347469434,11
828566545131667591,3
828743241241281079,11
828854121377822499,11
829083208712442437,5
829612391495651032,0
829726631767383877,15
829748801852145983,3
829948803939721671,1
830019655440384653,7
830289690791869388,3
830332201716658807,11
830350644782124765,11
830509747380603478,11
830794795881349622,11
830794958984983144,11
831127896142833562,11
831216233852987034,11
831223485188805933,5
831256476423465156,1
831341744914004465,0
831554831468316783,11
831818560050836737,11
831895283058205301,12
832007662446772830,11
832027367933350604,1
832028990425328733,1
832030310391000996,1
832494046733328943,11
832499824312167801,11
832701090673218161,15
832827638844500576,11
832838600301186130,11
832926627981109173,11
833122708600369598,11
833249179797688213,15
833290035655790218,11
833327712158766463,0
833362663082859203,0
833431091839040200,9
833493245119785302,11
833569087219724571,5
833602556400535318,0
834123327864479446,11
834360338886413301,11
834699464021703942,11
834761722127664003,7
834825342071043016,0
835040101484878296,11
835062194711686171,11
835335031799871424,0
835656308121939880,11
835723304295367340,0
835742797944126382,11
835868284384150229,3
836193465420232003,1
836196178736153404,0
836209547286842097,12
836237584447777378,11
836250112877459056,11
836343038649999809,11
836358915407834455,11
836365404579313209,11
836524731178434397,1
836914510370043171,15
837047913820410741,5
837070741955014257,11
837070923725054508,3
837090214233782469,0
837147001608442590,11
837180345411477472,15
837388399442518247,13
837613651063698376,5
837676448078860291,10
837746153441716627,10
837791474381140468,10
837795114690928310,12
837799473291256751,10
837823737944115601,13
837833058870223251,11
837952727478994210,1
838449128710581025,11
838590625749033397,12
838591085433761751,5
838600422486117539,12
838725170380928498,0
839032799559432877,0
839181030248422413,1
839187257011988008,0
839238670245863380,0
839286221263433278,0
839292163809830633,11
839348501950285562,3
839982416710900221,3
840414309817957738,11
840507623363360484,11
840610293779623880,0
840695716180039969,12
840719303233978569,12
840810351127860352,11
840897981873324908,11
840909646709153924,15
841177455907427517,11
841186242808294987,11
841187732964201380,11
841220837528667090,11
841224506465867055,10
841264416014060455,11
841336941533231275,0
841351716964889464,10
841363660270744624,0
841366583893836441,10
841417350730842578,11
841525510764190082,3
841580448319911466,11
841795561939503215,0
841975325139701102,11
841977179940133726,11
841978966379238674,11
841991225647834856,11
842198488746707163,11
842429594119879363,15
842613572112019652,14
842785496279559868,5
842820235890657160,11
842900869334397671,5
843028787746840134,8
843419423546910462,8
843538001440807241,8
843605920536141852,11
843697495685047422,8
843794011764537145,12
843997457188894538,6
844008825864135112,3
844079833785686439,11
844079986679308980,11
844080136421636829,11
844196695778905258,15
844337886605216405,8
844361665891539409,8
844369939955090662,8
844371664112604043,7
844396087095480214,8
844769044935452833,11
844871762635471552,11
844874668853766705,11
845060871701570629,0
845104800285672206,15
845411495987214587,11
845569711881561648,1
845582307372582322,11
845590622748644632,11
845603802488740764,3
845687990506351927,5
845768342254829921,0
845804093913881579,12
845828885294698327,10
845831577016360261,11
846317100820431808,11
846379058819051203,5
846381465007915895,3
846419191163742599,11
846505365587405847,5
846638846990401028,5
847023341059035910,15
847117243482543060,11
847193244382724205,5
847230808513006651,15
847354929057111879,11
847381683399478427,11
847415177626850753,11
847637516352259171,11
847639433642471318,11
847679540665605727,11
847711091763249865,11
847833845238769990,7
848099128810169390,11
848492780749464893,11
848502217976783972,11
848591054011310717,11
848722644605226359,1
848771365714260382,15
848826604824015756,11
848837029272202903,5
848862366962065307,5
849162143143149526,11
849217458119109362,12
849269836765056079,7
849434426941711655,11
849504895061298228,13
849963614752578869,7
849990425468095699,0
850238050205410663,11
850679675808882476,0
850707820179198513,11
850773441716447572,11
850821049006097346,14
850900763512666881,8
850904164131783206,11
850943197930834940,4
850961607748328906,8
850962584702100401,11
851013738752451513,8
851035611995647750,8
851035700863240070,8
851356879976620264,11
851387976252225765,11
851422588974561661,11
851429377424039750,11
851453481116182275,0
851503695241011112,11
851506471118034435,11
851549913420928348,11
851582448429652008,7
851648619797532766,11
851675703112147820,11
851990438363380181,11
852129495479406231,7
852129933918439895,5
852134454235573546,11
852177838828032255,9
852477481544990082,11
852782640125121192,9
852935446004569948,1
852944904591332222,5
853094486653576979,11
853173996590893617,11
853249400532997376,11
853275853642120822,11
853316232243879507,14
853400646160071790,0
853550795544443626,11
853592108694968118,11
853699981774938088,5
853753904182388384,15
853837364430781509,11
853881348006414862,0
853891022559884200,8
853902836229625649,8
854216945816530129,8
854243598241397009,11
854318644298065064,5
854339503045735179,0
854520330366432809,11
854542462229728877,5
854866017200337292,0
855063478921226866,15
855070390769062442,9
855089167036977092,11
855927092753276640,11
855973887869958989,11
856058090767081610,11
856087134669034059,11
856473660278786237,7
856501456114623624,11
856520778534387632,11
856542781539910154,11
856566209720787737,5
856579294999205440,3
856653922819455392,11
856699350713984946,12
856761155649921843,0
856789664952863655,11
856792358903774924,15
856793315031730422,8
857157627851377811,0
857261470408415084,15
857455090525480090,11
857458814189932181,11
857579607222260978,3
857624321839012232,3
857773632029493378,11
857915281191950186,7
858190386277334524,11
858669243530747109,11
858669451261379485,11
858726790294636038,7
858916647170329134,11
858937484165620666,11
859261945185909248,14
859315182688586644,11
859380189280644041,11
859411957008039545,0
859431266736239172,5
859452944517061941,0
859460979351617745,0
859470020960501697,0
859511467740947745,0
859535329526625198,3
859584826581151772,11
859621048951659136,11
859665848377664676,11
859746292962384124,11
859983929517093045,11
860072111538274965,12
860169460756247796,0
860184140267569430,0
860187806765838895,0
860212579236512902,11
860272804206576347,0
860366458763870975,3
860384983862484427,7
860413111028036875,11
860585409617122952,11
860746351804583175,0
860787119233486910,3
860844907209330113,0
860948298282075107,11
860982282122777213,1
861059089293414260,11
861105301735270149,11
861432548414156657,11
861458347748255284,11
861496623743991841,11
861572283958152000,12
861726797487451229,9
861740625440891612,11
861741255280666721,11
861812503700082008,0
861866506827820963,0
862145887434247839,11
862316536993134120,3
862522887057009967,14
862549026274623474,2
862566263996867229,0
862583240278137398,0
862631476363669206,15
862883568145073036,11
863051968098431883,14
863092790168819803,6
863172283490450254,11
863235409662383833,11
863407258450812047,11
863615765303092325,3
863699278755360091,5
863780744886154186,12
863810841633986561,11
863866910686206684,0
864300852704705881,0
864380328585228368,4
864413034044826183,11
864457497651713193,5
864555852549439753,3
864683173941084544,11
865139539419318704,0
865277492410978655,11
865315606399581885,11
865720158033667165,11
866034313917728466,3
866072859654010021,11
866138764363429390,0
866278391295874045,11
866548989523280542,11
866654207728044443,5
866740110490944238,11
866872699005368685,14
866884769280189005,0
866904429542679600,11
867243159632168107,11
867255553991731789,5
867286401674219119,11
867425997020683515,11
867477962578016729,11
867567876558923697,0
867582246941155558,5
867655058323563151,15
868007842174372491,12
868012874821455970,11
868016157858228901,0
868039425241580135,4
868088091528761111,11
868126372367701281,6
868307353179277608,3
868348654405157582,8
868365484504357864,8
868378580767241896,8
868687134127405062,8
868700874380379629,8
868871510773396361,1
868891292380091313,5
869049231727885424,8
869075875510601663,11
869111958070462115,8
869123240806291098,8
869146407713283356,11
869428808587867235,0
869438769245627679,11
869500039822720015,5
869527988626771198,12
869565829941260718,12
869661804561080736,11
869670389118483273,15
869670999827876321,11
869681152910200879,11
869761294959961894,8
869818042703374388,11
869863885595379440,11
870224130094098893,14
870447785742708480,11
870901439595600925,15
871000988058107915,11
871036332286832845,11
871066585365073248,5
871118061372395974,3
871301391367022171,5
871649262920897398,11
871680273777423511,0
871682480154357755,9
871727821166385910,11
871728914631672989,7
871738166990458444,2
871800908512446567,11
871806738029959913,1
871834756441152291,3
871853763680323337,0
872085291264895527,11
872261240629866851,0
872307801797285128,11
872463530251504714,11
872540561175827808,11
872605165602982589,3
872617896885016820,9
872648596891763163,13
872679968823111225,2
872710064572576014,14
872882627152425455,0
873133065164724499,11
873151770974183974,11
873210795811682769,11
873304755968176425,14
873698656945903925,11
873868946577973942,14
873946363018872041,11
873965349338629665,11
873965988163817882,11
874026820710742594,2
874818782286827238,5
874878273912729461,11
875129933210982946,11
875525760939441114,1
875968956434299409,12
876101848557448407,11
876159237461594394,11
876186021133675732,11
876211267987811364,11
876214832863456714,0
876234993959790671,11
876235148940702346,11
876265234777406618,13
876287417883652440,5
876709718272778840,3
876802331642733477,2
876874285418694255,11
876893283031202264,0
876900167267022531,1
876936081116731052,11
877058292424638666,6
877417042119457955,12
877485708177827233,1
877536639052638893,7
877596154671579232,11
877610309165033864,11
877621917184695731,15
877734435106451278,11
877921282773766488,11
878065360944949639,8
878092923289713536,11
878103428391140185,11
878134049668036200,8
878174658544474130,11
878174747718774097,7
878183302449172455,0
878245414212937142,0
878294377609663849,0
878324075177463581,0
878327166134114783,3
878335965794895733,0
878382773568746854,11
878508021157402348,11
878582272544987672,14
878831695748797501,5
878869671811689434,11
878886892517257397,11
879022911849322114,11
879084466496328561,0
879207759378383307,12
879217322620148010,11
879796231486979086,11
879855416008588694,0
880361995821639015,3
880510089399365611,2
880662310642851651,0
880960344118046714,11
880985812549002040,11
881079575536249157,0
881277503402872034,0
881292459522371923,0
881362668843548364,11
881632252131777015,11
881737868593269894,11
881872303242520229,1
881882558970004326,14
881900735375415640,0
881903088109735885,11
882065390185875743,11
882460575471643406,11
882544311934957852,11
882580524519052163,11
882615369635876514,11
882651621051716875,11
882672476626310553,14
882706764976992942,11
882853618246734885,11
883010163717909545,11
883219127583027315,11
883221791781417947,11
883228739818918993,11
883298064454623499,11
883359751119894653,9
883444541491803789,11
883499210481842808,7
883514898274573066,11
884116448671124366,10
884234158107999303,14
884540288766535311,14
884542231556981789,14
884543412233679003,14
884611824148455118,5
884646417008381589,0
884701625549803170,0
884705412516865588,11
884789438197030077,11
884926597728054531,5
885004119830786928,11
885097884555457911,9
885217939635593215,11
885290967824488445,11
885538799264819408,0
885569843920351434,0
885703175778315592,7
885862487524830684,0
885932487135702387,2
885992468006895094,9
886170172085529658,11
886189753675412320,11
886311185686204036,11
886353198392350563,11
886364821890744346,8
886365675939638744,3
886375558797432057,8
886383707334011186,11
886393584328568657,8
886408119186489229,11
886430647293797704,11
886431149965705941,8
886455320303897900,1
886467125932743936,11
886798593942100895,11
886847997754498464,12
887004702851786254,15
887007256828652723,0
887130764473398722,11
887134453834541019,12
887184013013901954,14
887187540308801011,14
887550050478512086,7
887633450080457686,11
887671353234992605,12
887683274161713329,6
887774697858953279,5
887794413208546563,11
887795422265856525,5
887812371153773678,11
887820802679979183,11
887910368419006438,14
888302791567690466,7
888376874315696894,12
888573516187668497,11
888612152481594826,3
888968214642630565,10
888973751306919020,1
889169842153358819,10
889185196160006083,11
889221978452904669,6
889261164541577975,11
889300487038719337,13
889632085019516555,9
889729003583264141,5
889777937503299949,15
889859767719102941,10
889867906703102694,7
889870893678449185,2
889880492947000165,9
889893415529421123,9
889939319307704193,7
889987016940439267,4
890017009220899924,12
890051326015951416,7
890510222879392664,5
890541738166519613,5
890585944024639244,13
890623835646588610,0
890652680643887533,0
890654906988158497,11
890736364720083653,11
891174033240407474,0
891175108006567396,11
891197880657520762,11
891201923111786922,11
891209851932429836,0
891259558869882748,11
891285350931745001,3
891292901035907602,14
891301372123020808,0
891305315100168251,11
891470162744673910,5
891489719475532749,11
891490372487488136,11
891549553941362859,11
891884778546429354,0
891935598297485182,5
891975556376574473,11
891999026683358142,0
892031113842787131,11
892107178113922208,9
892130357727028485,11
892663385049539981,0
892726979106608161,15
892853472738851423,9
892937494304800200,0
892968977723636490,0
893373431080367164,11
893417967958488985,3
893474575885761947,11
893515908791051856,9
893516452989735089,0
893628647065795349,11
893730011649909460,14
894033955335745686,11
894182582322576563,11
894199997691944199,2
894345657748716717,0
894382444251837756,15
894430017187804633,7
894524277914464554,11
894568385341862317,11
894708724735036294,10
894709915101940022,15
894791081342823854,0
894816506992540737,1
894966672761159529,3
894982129566101541,1
895037453489947952,11
895042288548170578,11
895074492454336901,11
895090172388850959,11
895093287417729913,0
895111941486436850,14
895124829859690579,14
895175905970139341,11
895179712548599371,0
895195710026367579,15
895562910483930640,11
895576610855207264,7
895579396911914463,11
895646922644026152,7
895854802288757439,11
896323698885647864,11
896330472803419707,13
896385732767008325,3
896626367492945332,11
896699063016466973,11
897011842630508063,0
897022825641325355,11
897046461202411287,11
897178389531300608,11
897199569389113687,11
897238306035152413,3
897347381238334678,11
897384161762033973,15
897702692260516567,11
897779342726309400,0
897799834326004245,11
897813129150950301,7
897857479857031060,5
897942194652560095,0
897985109006204965,13
898392775042743466,3
898465365759792828,11
898513194277524095,5
898592336222446795,11
898682208181058808,5
898745583645958186,11
898745882286408944,11
898790757579371861,1
898849749843909283,11
898878182454978432,11
899075374876757644,11
899192853116137103,0
899216632541138665,0
899219288524097406,3
899394049130733919,11
899548056668183665,3
899853282992038562,11
899871125679790743,0
899940046790837192,0
900136738063161899,12
900187306565692038,1
901345854614225299,15
901369226742447595,11
901465450361189600,1
901486742358248108,12
901509279632217361,3
901516715720620808,1
901530263580190012,11
901536116837862391,11
902052366224731337,10
902088348279193811,11
902115092822885522,4
902120145317209712,0
902140748487075687,11
902238991952088802,7
902377783306451886,11
902382335254520047,0
902387477191813917,12
902399042705243659,11
902425802585373670,0
902866424744493261,11
902887754662709606,1
902927236560432064,15
902950797746623557,1
902976446536806230,2
903000047204759484,0
903498010060712904,11
903659240698001838,9
903675325036785387,11
903711516747018760,11
903722055067680340,11
903757995232287707,11
903763217438659391,11
903827460193939203,11
904187595442322570,11
904273566258657542,11
904357689419271041,15
904395519662759216,9
904444938826191136,11
904660201345116177,12
904873514215391080,11
905087995872873788,11
905114661617877739,7
905117809090547792,1
905117980779861039,1
905215516245389062,3
905227214104617663,10
905611963178336840,1
905648405427721336,0
905802665791101474,11
905817471825948122,0
905820008486708988,11
905901030325362911,1
906054382682154506,3
906123632042966148,5
906462090108459161,10
906628726908469650,0
906782972176640119,3
907128938872482034,11
907208155938961688,11
907228543111463167,11
907275543482191417,11
907338196931511714,11
907403624045669025,11
907600049064594105,3
907858900682862348,6
907893138609276367,0
907958272909561818,1
907988245813273558,11
908091404031065805,11
908324462055607101,5
908573342262680728,11
908635330757184606,1
908759901506442388,1
908780959835381680,9
908812974354480721,5
908871572369439803,11
908915534466935611,13
908951209840003451,11
908961352494932153,13
909041279278189701,0
909380542982096865,0
909404571946298867,5
909530540638892886,11
909544719886793206,6
909557802618183359,5
909582761848954523,3
909686836730236606,11
909990681548478541,3
910118863280641382,3
910326169685668189,7
910340663814447021,11
910347771765172964,11
910354975025871936,11
910391226281822684,11
910478161370606180,14
910937992147210686,5
911124099254138700,0
911436841218692872,11
911442594724405275,1
911518230348455415,11
911534384928120378,11
911624702177055405,1
911731685628897169,1
911971629100430978,9
912234035645213759,11
912244643338347674,11
912311737114074181,12
912331367837203276,11
912445264733129400,11
912492194590143992,14
912495631887337495,11
912516503058648708,11
912775310670060531,12
912812476512033208,1
912816546670653005,11
912859564030978962,11
912932299762236473,3
912949662835633063,11
912975041126754083,11
913114629237902575,0
913222987942218629,11
913245277555710951,11
913250390802099000,11
913290468340726663,0
913597142808876206,7
913679979805606134,10
913756717265636720,5
913782709887823794,3
913789732507808167,5
913859863741685737,4
913871167966860678,11
913878546621464701,11
913913712686420344,1
913978009878067640,7
914077304684006720,9
914221714485688521,11
914476818373439348,0
914486916451915877,0
914597275727277683,0
914667678619315463,12
914695127817441020,1
914797885166755172,0
914799127420390194,12
914802471742026020,12
915047627804078999,11
915117284290960632,11
915175160958383286,11
915202662983688772,1
915236458130250488,15
915381060855583099,5
915385528777906963,11
915444719885523769,6
915458010967414721,11
915783438262889690,11
915826077105083941,3
916023517278214587,0
916076812043732199,11
916180855673752506,11
916559335827614173,5
916612368995145057,3
916747205775551522,9
916850499114011237,11
916870073376598599,11
916887015949992200,11
916987038207177634,11
917009170639185542,11
917020367152083403,11
917383966962437436,11
917456172993470179,5
917508833068820491,1
917558492415040391,3
917565864721756784,14
917579926072568522,9
917616971680130657,5
917702638469255664,11
917732615220491151,11
917878149546586667,0
918003807111879191,11
918027738082661715,12
918049478989992098,0
918090537630325309,2
918130154495470545,11
918200514973845614,11
918204530536145119,6
918291673223153936,11
918313258723336458,11
918314761094033422,4
918330646716103606,3
918344734416758416,11
918693224362884548,1
918848902678053230,5
918875121735433513,7
918883556910630903,0
919072835645411391,3
919405157287238689,12
919410793996558706,5
919447270054500942,9
919473872793346069,11
919479736008786667,9
919637269307224211,7
919666028676684899,11
919720541545214417,11
919747839576752830,11
919806017179459239,5
919823749161655977,0
919828717048291061,11
920214030673593114,11
920248751129666297,11
920264556501241915,11
920427733776264432,11
920471416510862273,11
921125733657888747,11
921135137585653827,0
921238268061567241,11
921303641353259854,3
921405026457635469,11
921738911065434087,11
921943948806342157,11
922409597160648541,0
922483099871477638,14
922609828352154284,7
922663234152981000,11
922699862904727325,11
922711288190555593,11
923038900262431103,11
923090721018772930,5
923106284064299127,11
923182518251404594,11
923304960312572346,11
923328681971049787,5
923334631510875803,3
923351644402310489,0
923361431353015315,12
923385133461356821,0
923390006453031708,11
923472149488490185,14
923486310078532272,9
923561311537613712,11
923568059882500974,11
923572328826632977,11
923734149583450945,11
923775582053349786,11
923818792027406183,5
923868912430033444,11
923899074655233321,11
923935427065155916,0
923941142743065656,11
923956298396897164,5
923969535897216018,9
923972545192938514,11
924133955443749668,14
924273470399332567,3
924624362446505388,11
924634252547242439,11
924759091695320702,4
924774736373863672,11
924780736962837471,11
924924853151560660,11
925350284642395418,11
925392735802542503,2
925653969074741529,10
926044618904509161,11
926065729637573158,3
926069199430528339,3
926115386961457432,14
926187240119513643,1
926695423712812250,11
926754522751652294,11
926808531420427144,3
926815404840605000,7
926847946449486349,0
927000682640533049,11
927013693431674232,15
927129471561410935,11
927250063363466799,14
927369166510375374,1
927510466829584581,11
927540027756533195,11
927541431847718375,11
927693591397797618,1
927704068940216066,4
927704770874054662,1
927723813417448975,9
927785721841081747,11
927789493342071550,11
927838168307481622,14
928129027014494450,1
928163899677220585,11
928188468821584931,15
928256039278962470,14
928302460268845725,11
928302945087468547,15
928325326606283629,11
928369978317459139,1
928370074824661455,11
928418519095131685,13
928451720594184994,11
928526289830691798,11
928797333528514506,2
928902210997688164,15
928916076679098298,3
928934920213062812,12
928984041453740848,11
929011093421799260,0
929023666094923649,11
929048373872694304,1
929052148099248003,11
929057152465631297,5
929065962823769726,12
929148525858366154,11
929180902860076803,11
929221880107502886,2
929628194188084506,0
929716425118528005,11
929722572719620494,11
929765189763552395,14
929788979096760239,11
929789586278462201,11
929880629574513103,11
929909810193077634,0
929956885501266251,9
929996948475455753,3
930017921569042505,11
930350071501140119,11
930396385284584842,1
930443432729924146,11
930495227384094908,3
930529506637005180,11
930608629499018594,9
930677099525810472,11
931087684260060136,1
931089563926117417,1
931119460056014636,11
931150095360740231,11
931527381592796763,11
931538603042320468,11
931549891905439989,11
931916969457548014,2
932024934512111785,11
932120901811154571,0
932190686405264310,15
932682184414092139,11
932696493348758630,11
932698474075052299,11
932709706535619519,0
932713286007684648,11
932870498729391337,3
932885852610327999,7
933169333449653243,11
933263260636373087,3
933275727591555081,0
933344792158417693,5
933378737863155048,0
933529625658376226,5
933532471021940547,0
933566567667486829,5
933598920419195647,11
933883896938707339,11
934011298683673378,11
934207350396830073,11
934262253950294285,11
934268909497907607,11
934401957646809592,0
934410337669816298,11
934762487582256596,9
934858359458422305,1
934951481186249108,10
935106561297605530,11
935166617412281630,7
935311623114465174,7
935320098687869974,0
935426117869066205,6
935497485785907780,0
935632332729866007,1
935727299925816210,13
936094881610665141,15
936164633333873900,5
936197311784736226,11
936200205099261801,11
936212931629096113,0
936255401258534650,6
936259626641406823,15
936279371091836290,13
936400822415446954,13
936417176507734115,7
936876675893600078,0
936892371291150348,11
936917948803602418,14
937088153735520161,11
937088908252411131,0
937126877375730296,11
937150537848331102,11
937175249736041582,3
937231029599242598,11
937250197169670933,11
937266514659136544,7
937457744616916814,0
937590721943809872,0
937765101675697457,0
937769461587453265,15
937824510432306534,11
937964178495001513,0
937972974075861150,11
938287223670894241,0
938351579351825152,0
938467174923334174,7
938477035841671623,0
938493996119528866,11
938600269052635503,11
938632033911647965,15
938685820833972714,0
938740241459874261,14
939041440979831807,2
939046670278844044,0
939106227718174732,11
939118471477942430,11
939122034261699975,0
939130382708404302,11
939337183958071297,3
939354025575893836,11
939371473275922991,11
939708990496883005,11
939737735192394314,7
939775595530320953,1
939810224535322722,11
939854255223935329,14
939864667455871534,14
939926948019822361,11
939960366749130150,11
939973541368400323,11
940014005375121655,11
940069996992900439,11
940084977965377835,11
940414481559582958,11
940492017744552504,0
940495229207266787,3
940510408697589928,14
940510773876610704,0
940513118851174182,0
940644094703349953,11
940752049165540224,5
940779007656167036,11
940804065653830827,11
940829105429920079,11
940835840134133112,3
941089359937531286,0
941184887432858534,13
941341034143647686,11
941381022431906687,5
941415126513993462,11
941517061501392491,11
941556753656323801,11
942095214307782614,0
942135153226908529,11
942262982104473978,0
942322862950475226,3
942587602555127997,9
942809675941884950,10
942836197426995150,12
942983843454816269,7
943011195512598617,7
943432924844823430,15
943524129317605444,3
943614610665508129,2
943916452755044333,12
944076629408018514,11
944229661085054797,11
944244577961897340,11
944438343676443674,11
944953997458479478,11
945114159712141734,14
945561169863819298,0
945600616013218143,11
945605885818533201,0
945645822679437216,11
945821647412792236,2
945846867787754805,15
945863856148196568,11
945957695917025900,2
946216885821590068,12
946248293770944500,11
946256210650563183,11
946297903224913087,3
946352825094297024,10
946371758196808357,11
946384156678748516,11
946414343121559550,6
946564558470091366,11
946954080708771979,11
947270805967477011,11
947398210885478605,0
947581154702193837,11
947711477583280915,11
947728272857833462,7
947806511366881246,13
947811404543210980,13
947832031919972335,0
947889845817562853,11
947908607685614750,15
947927298626924879,3
947931202552122857,7
947935844713496138,6
947970563614976506,7
947981355580828188,0
948111355187411663,11
948116282944946579,0
948433562006655250,1
948754768563584516,11
948800491025342320,11
948847048260587340,12
948952522936415908,15
949183229385701251,14
949259017412144227,3
949316562007648106,11
949317117254941271,11
949320005453492870,0
949383441219779626,11
949422882725198613,11
949447302696484755,11
949481382089409899,0
949758995042098857,11
949832141752253992,5
949939545938564548,15
949998575367756845,0
950083490588092723,3
950236591036091774,1
950271172582183362,5
950284145191468202,0
950357850831034080,6
950377425530255965,11
950396842899917957,11
950610419312147980,11
950670599058897976,0
950693373566743257,5
950739201126516376,1
950832612271474348,11
951284570763365508,15
951544218485938171,11
952049023937171173,11
952062853352021745,11
952398106252147080,12
952462818177259890,11
952731868692335814,11
952804497954970301,15
952939258822240087,11
952985656917280329,11
952988658645474610,11
952992229114918970,11
953008545205676358,2
953023361259868768,1
953100392534365378,0
953115225063503882,2
953122387469011090,0
953185166506721447,11
953602304576638973,2
953623377178001494,15
953646443521125977,11
953788206042658477,3
953826127981176138,11
954218045425358437,11
954225115462489737,11
954227298106484313,0
954251650452608849,11
954270889401074545,11
954280702210084863,11
954298103214301444,14
954311279729088036,10
954320205626763075,7
954442555375704205,11
954446426253536838,11
954658997060146813,1
954920072288104607,0
954985587553102790,3
955086359935285003,11
955087017197114669,11
955091512689639589,11
955149188483282774,12
955226442621791979,11
955268865637990775,0
